query,cand,dbow,coarse,refined,accepted
156,93,0.0545,11,0.0,False
156,92,0.0542,9,0.0,False
159,92,0.0659,11,0.0,False
160,92,0.0583,11,0.0,False
175,91,0.052,18,0.9,True
177,92,0.0527,12,0.0,False
178,101,0.0593,7,0.0,False
179,103,0.0705,5,0.0,False
179,100,0.0614,12,0.0,False
180,99,0.0526,6,0.0,False
181,101,0.076,7,0.0,False
181,108,0.0615,7,0.0,False
184,106,0.0591,7,0.0,False
184,104,0.0565,14,0.0,False
232,112,0.0518,12,0.0,False
390,349,0.0583,4,0.0,False
391,361,0.0804,6,0.0,False
391,356,0.0604,4,0.0,False
392,362,0.1642,4,0.0,False
392,360,0.142,6,0.0,False
393,363,0.0955,2,0.0,False
393,358,0.0855,3,0.0,False
394,363,0.0955,3,0.0,False
394,358,0.0855,3,0.0,False
407,365,0.0621,0,0.0,False
407,361,0.0621,2,0.0,False
408,365,0.1073,4,0.0,False
408,367,0.1058,3,0.0,False
409,365,0.1627,4,0.0,False
409,360,0.1328,1,0.0,False
410,356,0.0786,2,0.0,False
410,365,0.0786,5,0.0,False
411,362,0.0833,4,0.0,False
411,364,0.0731,2,0.0,False
412,359,0.0526,5,0.0,False
412,361,0.0526,8,0.0,False
413,363,0.1217,1,0.0,False
413,349,0.0583,4,0.0,False
414,352,0.056,1,0.0,False
481,327,0.0563,61,0.813,True
484,328,0.109,44,0.721,True
484,329,0.0524,33,0.66,False
485,328,0.0656,21,0.75,False
485,333,0.0564,25,0.595,False
486,331,0.0703,67,0.838,True
486,330,0.0534,57,0.864,True
487,330,0.0625,32,0.667,False
487,334,0.0541,26,0.591,False
488,334,0.0614,28,0.7,False
489,334,0.0802,40,0.69,True
489,333,0.0511,32,0.727,False
490,335,0.0773,80,0.86,True
490,336,0.0523,48,0.814,True
491,335,0.0671,33,0.786,False
491,336,0.0659,43,0.896,True
574,137,0.0514,16,0.571,False
575,147,0.063,44,0.846,True
575,138,0.0601,29,0.674,False
579,143,0.0648,71,0.798,True
586,149,0.0563,57,0.851,True
599,187,0.0634,9,0.0,False
601,190,0.0861,12,0.0,False
601,188,0.0741,13,0.0,False
602,192,0.1034,13,0.0,False
603,192,0.1157,16,0.889,False
604,193,0.1006,25,0.893,False
605,193,0.1285,25,0.893,False
605,195,0.0578,26,0.867,False
606,194,0.1267,19,0.792,False
607,195,0.0598,35,0.778,False
607,198,0.0513,12,0.0,False
608,197,0.0822,35,0.833,False
608,195,0.0779,36,0.857,False
609,196,0.0959,31,0.705,False
609,198,0.0728,23,0.719,False
610,198,0.124,28,0.778,False
610,196,0.1151,24,0.75,False
611,208,0.1706,16,0.8,False
611,207,0.1252,13,0.0,False
612,201,0.0916,12,0.0,False
612,207,0.0811,16,0.762,False
613,207,0.1186,13,0.0,False
613,199,0.0707,11,0.0,False
614,201,0.0776,12,0.0,False
614,202,0.0762,11,0.0,False
615,205,0.1335,22,1.0,False
615,206,0.1172,24,0.923,False
616,205,0.0991,20,1.0,False
616,201,0.0929,13,0.0,False
617,206,0.1157,19,0.792,False
617,208,0.1022,16,0.762,False
618,207,0.1164,13,0.0,False
618,208,0.1111,15,0.938,False
619,208,0.106,13,0.0,False
619,204,0.0798,4,0.0,False
620,208,0.0855,17,0.895,False
620,209,0.0681,13,0.0,False
800,45,0.0537,18,0.9,False
801,45,0.0521,20,1.0,False
803,43,0.0718,37,0.86,False
804,42,0.0552,40,0.909,True
805,41,0.0601,35,0.833,False
