kf,stamp,x,y,theta,sensor,fe,verifier,proposer,quality
206,1781020429.509477,20.0016,-0.1398,-2.884,lidar,native_s2m,icp,proximity,0.949
207,1781020430.96499,19.7541,-0.2083,-2.96158,lidar,native_s2m,icp,proximity,0.8889
208,1781020432.304422,19.4933,-0.2635,-3.0728,lidar,native_s2m,icp,proximity,0.9231
209,1781020433.547853,19.2259,-0.2763,3.10888,lidar,native_s2m,icp,proximity,0.9295
210,1781020434.687959,18.9738,-0.282,3.13391,lidar,native_s2m,icp,proximity,0.926
211,1781020435.830895,18.7304,-0.3122,3.12237,lidar,native_s2m,icp,proximity,0.9304
212,1781020436.866775,18.4696,-0.3238,3.11389,lidar,native_s2m,icp,proximity,0.9204
213,1781020437.910763,18.2156,-0.326,3.1023,lidar,native_s2m,icp,proximity,0.9214
214,1781020439.151153,17.9419,-0.3289,3.09097,lidar,native_s2m,icp,proximity,0.9261
215,1781020440.192101,17.6903,-0.3332,3.10329,lidar,native_s2m,icp,proximity,0.8961
216,1781020441.345572,17.4185,-0.3466,-3.13962,lidar,native_s2m,icp,proximity,0.8766
217,1781020442.695014,17.1538,-0.3704,3.13269,lidar,native_s2m,icp,proximity,0.8868
218,1781020443.947422,16.8802,-0.3898,3.12228,lidar,native_s2m,icp,proximity,0.9112
219,1781020445.101626,16.6238,-0.4009,3.11817,lidar,native_s2m,icp,proximity,0.8875
220,1781020446.252185,16.3498,-0.4069,3.11183,lidar,native_s2m,icp,proximity,0.9021
221,1781020447.401954,16.0733,-0.4144,3.09858,lidar,native_s2m,icp,proximity,0.8893
222,1781020448.44765,15.8174,-0.4193,3.08483,lidar,native_s2m,icp,proximity,0.9191
223,1781020449.70345,15.5659,-0.4072,2.97884,lidar,native_s2m,icp,proximity,0.9127
224,1781020451.35486,15.3057,-0.3532,2.83264,lidar,native_s2m,icp,proximity,0.9344
225,1781020452.705587,15.0689,-0.2664,2.67307,lidar,native_s2m,icp,proximity,0.9043
226,1781020454.356048,14.8527,-0.1369,2.50548,lidar,native_s2m,icp,proximity,0.8969
227,1781020455.598473,14.6482,0.0294,2.41576,lidar,native_s2m,icp,proximity,0.8915
228,1781020457.058148,14.4458,0.2049,2.31139,lidar,native_s2m,icp,proximity,0.9064
229,1781020458.40012,14.2337,0.3426,2.50704,lidar,native_s2m,icp,proximity,0.8615
