kf,stamp,x,y,theta,sensor,fe,verifier,proposer,quality
104,1781016229.905068,7.1213,0.9005,-0.14453,lidar,native_s2s,pnp,proximity,0.7694
105,1781016230.424985,7.2234,0.8438,-0.39615,lidar,native_s2s,pnp,proximity,0.86
106,1781016231.150945,7.3131,0.795,-0.59744,lidar,native_s2s,pnp,proximity,0.8381
107,1781016231.673881,7.3962,0.6967,-0.81381,lidar,native_s2s,pnp,proximity,0.7669
108,1781016232.19574,7.4482,0.5847,-1.05005,lidar,native_s2s,pnp,proximity,0.8331
109,1781016233.23619,7.5323,0.3691,-1.26342,lidar,native_s2s,pnp,proximity,0.8804
110,1781016234.180196,7.5965,0.1183,-1.38806,lidar,native_s2s,pnp,proximity,0.8319
111,1781016235.332955,7.6091,-0.1604,-1.51798,lidar,native_s2s,pnp,proximity,0.8271
112,1781016236.067116,7.6071,-0.316,-1.72817,lidar,native_s2s,pnp,proximity,0.8606
113,1781016237.221469,7.5604,-0.5701,-1.95305,lidar,native_s2s,pnp,proximity,0.7679
114,1781016237.640883,7.5151,-0.6642,-2.16399,lidar,native_s2s,pnp,proximity,0.7172
115,1781016238.583031,7.3838,-0.877,-2.35846,lidar,native_s2s,pnp,proximity,0.7142
116,1781016239.0026,7.2567,-0.9188,-2.59787,lidar,native_s2s,pnp,proximity,0.6671
117,1781016240.148486,7.0295,-1.0655,-2.79277,lidar,native_s2s,pnp,proximity,0.6965
118,1781016241.192393,6.8113,-1.1917,-2.91318,lidar,native_s2s,pnp,proximity,0.7338
119,1781016242.334128,6.5725,-1.3227,-2.89601,lidar,native_s2s,pnp,proximity,0.8201
120,1781016243.272093,6.3437,-1.4252,-2.90914,lidar,native_s2s,pnp,proximity,0.7859
121,1781016244.207355,6.1066,-1.5062,-3.00954,lidar,native_s2s,pnp,proximity,0.7765
122,1781016245.133552,5.8638,-1.5831,-3.08911,lidar,native_s2s,pnp,proximity,0.7362
123,1781016246.167726,5.5971,-1.6347,3.10831,lidar,native_s2s,pnp,proximity,0.8091
124,1781016247.104277,5.3486,-1.6855,-3.11105,lidar,native_s2s,pnp,proximity,0.7908
125,1781016248.033819,5.0888,-1.7402,-3.0204,lidar,native_s2s,pnp,proximity,0.7809
126,1781016248.976582,4.8418,-1.8101,-3.02124,lidar,native_s2s,pnp,proximity,0.7882
127,1781016249.910398,4.6005,-1.8925,-3.02027,lidar,native_s2s,pnp,proximity,0.802
128,1781016250.848293,4.3403,-1.9829,-3.02321,lidar,native_s2s,pnp,proximity,0.7316
129,1781016251.889693,4.103,-2.0747,-2.94026,lidar,native_s2s,pnp,proximity,0.7996
130,1781016252.938347,3.8654,-2.1781,-2.94909,lidar,native_s2s,pnp,proximity,0.7553
131,1781016254.187495,3.5998,-2.1389,-2.96394,lidar,native_s2s,pnp,proximity,0.8443
