query,cand,coarse,refined,dx,dy,dth,accepted
75,45,2,0.0,,,,False
80,50,7,0.0,,,,False
80,49,10,0.0,,,,False
85,55,2,0.0,,,,False
85,54,9,0.0,,,,False
90,60,15,0.577,,,,True
90,59,15,0.714,,,,True
95,63,2,0.0,,,,False
95,62,3,0.0,,,,False
100,70,1,0.0,,,,False
100,62,2,0.0,,,,False
105,60,39,0.78,,,,True
105,61,63,0.75,,,,True
110,65,177,0.819,,,,True
110,67,11,0.0,,,,False
115,66,11,0.0,,,,False
115,65,6,0.0,,,,False
120,66,3,0.0,,,,False
120,65,3,0.0,,,,False
125,66,2,0.0,,,,False
160,130,6,0.0,,,,False
160,129,3,0.0,,,,False
165,135,2,0.0,,,,False
165,134,0,0.0,,,,False
170,136,0,0.0,,,,False
170,135,0,0.0,,,,False
175,134,4,0.0,,,,False
175,135,6,0.0,,,,False
180,133,2,0.0,,,,False
180,132,6,0.0,,,,False
185,132,2,0.0,,,,False
185,133,1,0.0,,,,False
190,134,14,0.0,,,,False
190,133,8,0.0,,,,False
195,140,7,0.0,,,,False
195,139,12,0.0,,,,False
200,147,128,0.771,,,,True
200,146,39,0.534,,,,True
205,150,10,0.0,,,,False
205,151,247,0.911,,,,True
210,156,123,0.715,,,,True
210,155,44,0.557,,,,True
215,162,15,0.536,,,,True
215,161,27,0.628,,,,True
220,166,0,0.0,,,,False
220,167,0,0.0,,,,False
225,187,1,0.0,,,,False
225,188,4,0.0,,,,False
230,128,5,0.0,,,,False
230,129,4,0.0,,,,False
235,125,7,0.0,,,,False
235,124,8,0.0,,,,False
240,118,0,0.0,,,,False
240,117,2,0.0,,,,False
245,113,5,0.0,,,,False
245,114,1,0.0,,,,False
250,75,1,0.0,,,,False
250,81,6,0.0,,,,False
255,77,9,0.0,,,,False
255,79,10,0.0,,,,False
260,78,203,0.849,,,,True
260,79,184,0.825,,,,True
265,80,3,0.0,,,,False
265,76,3,0.0,,,,False
270,81,7,0.0,,,,False
270,75,4,0.0,,,,False
275,94,68,0.773,,,,True
275,101,25,0.595,,,,True
280,95,16,1.0,,,,True
280,99,21,0.913,,,,True
285,108,1,0.0,,,,False
285,68,1,0.0,,,,False
290,89,1,0.0,,,,False
290,87,4,0.0,,,,False
295,88,4,0.0,,,,False
295,60,4,0.0,,,,False
300,88,4,0.0,,,,False
300,60,2,0.0,,,,False
305,88,0,0.0,,,,False
305,257,0,0.0,,,,False
310,258,11,0.0,,,,False
310,257,4,0.0,,,,False
315,257,3,0.0,,,,False
315,258,4,0.0,,,,False
320,269,5,0.0,,,,False
320,257,2,0.0,,,,False
325,295,1,0.0,,,,False
325,294,0,0.0,,,,False
330,299,1,0.0,,,,False
330,300,2,0.0,,,,False
335,298,4,0.0,,,,False
335,297,5,0.0,,,,False
340,293,1,0.0,,,,False
340,292,4,0.0,,,,False
345,297,6,0.0,,,,False
345,298,1,0.0,,,,False
350,300,2,0.0,,,,False
350,301,4,0.0,,,,False
355,325,5,0.0,,,,False
355,324,14,0.0,,,,False
360,326,6,0.0,,,,False
360,325,4,0.0,,,,False
365,10,68,0.861,,,,True
365,6,69,0.852,,,,True
370,10,66,0.786,,,,True
370,6,55,0.797,,,,True
375,10,264,0.886,,,,True
375,6,269,0.885,,,,True
380,10,165,0.842,,,,True
380,6,189,0.867,,,,True
