kf,stamp,x,y,theta,sensor,fe,verifier,proposer,quality
154,1782491966.742958,13.0426,-0.3467,0.6839,lidar,native_s2m,icp,proximity,0.9076
155,1782491967.576564,13.1416,-0.2933,0.46672,lidar,native_s2m,icp,proximity,0.9062
156,1782491968.932645,13.3739,-0.1942,0.29158,lidar,native_s2m,icp,proximity,0.8613
157,1782491970.077777,13.6562,-0.1453,0.09894,lidar,native_s2m,icp,proximity,0.8644
158,1782491971.215212,13.9066,-0.1307,-0.05099,lidar,native_s2m,icp,proximity,0.8791
159,1782491972.256854,14.1649,-0.153,-0.17879,lidar,native_s2m,icp,proximity,0.8741
160,1782491973.195761,14.421,-0.1626,-0.08363,lidar,native_s2m,icp,proximity,0.8933
161,1782491974.246493,14.6924,-0.1596,-0.10506,lidar,native_s2m,icp,proximity,0.902
162,1782491975.181061,14.943,-0.1571,-0.03644,lidar,native_s2m,icp,proximity,0.8747
163,1782491976.225752,15.2093,-0.1528,-0.0511,lidar,native_s2m,icp,proximity,0.8542
164,1782491977.378415,15.4693,-0.155,-0.06896,lidar,native_s2m,icp,proximity,0.8619
165,1782491978.310274,15.7535,-0.1347,-0.07674,lidar,native_s2m,icp,proximity,0.8518
166,1782491979.252122,16.0123,-0.1364,-0.08429,lidar,native_s2m,icp,proximity,0.8658
167,1782491980.193688,16.2704,-0.1487,-0.17319,lidar,native_s2m,icp,proximity,0.8814
168,1782491981.133231,16.5251,-0.1918,-0.26966,lidar,native_s2m,icp,proximity,0.8751
169,1782491981.972391,16.7256,-0.2727,-0.4816,lidar,native_s2m,icp,proximity,0.8675
170,1782491982.914854,16.9533,-0.4034,-0.60987,lidar,native_s2m,icp,proximity,0.8462
171,1782491985.005396,17.1419,-0.5419,-0.71123,lidar,native_s2m,icp,proximity,0.9301
172,1782491987.099035,17.1456,-0.5405,-0.70967,lidar,native_s2m,icp,proximity,0.9518
173,1782491989.177838,17.1524,-0.5474,-0.70921,lidar,native_s2m,icp,proximity,0.9398
174,1782491991.038656,17.2672,-0.6762,-0.92616,lidar,native_s2m,icp,proximity,0.9231
175,1782491992.703513,17.3732,-0.8614,-1.14769,lidar,native_s2m,icp,proximity,0.8964
176,1782491993.754283,17.4085,-0.9898,-1.36035,lidar,native_s2m,icp,proximity,0.9
177,1782491995.209742,17.4382,-1.2387,-1.54501,lidar,native_s2m,icp,proximity,0.8964
178,1782491997.298934,17.449,-1.3636,-1.6003,lidar,native_s2m,icp,proximity,0.928
179,1782491999.280895,17.4372,-1.1008,-1.51026,lidar,native_s2m,icp,proximity,0.9305
180,1782492000.325227,17.4093,-0.8501,-1.5244,lidar,native_s2m,icp,proximity,0.9202
181,1782492000.849443,17.398,-0.7212,-1.28162,lidar,native_s2m,icp,proximity,0.9249
182,1782492001.791243,17.3129,-0.4758,-1.10054,lidar,native_s2m,icp,proximity,0.9288
183,1782492002.205558,17.2569,-0.373,-0.86374,lidar,native_s2m,icp,proximity,0.9094
184,1782492002.628405,17.1832,-0.2824,-0.61892,lidar,native_s2m,icp,proximity,0.9148
185,1782492003.040973,17.0814,-0.2108,-0.36404,lidar,native_s2m,icp,proximity,0.9107
186,1782492003.457632,16.9697,-0.1507,-0.10549,lidar,native_s2m,icp,proximity,0.8954
187,1782492005.547641,16.7265,-0.1544,0.10706,lidar,native_s2m,icp,proximity,0.9503
188,1782492007.109206,16.8834,-0.0862,0.31662,lidar,native_s2m,icp,proximity,0.9197
189,1782492008.04088,17.0285,-0.023,0.53839,lidar,native_s2m,icp,proximity,0.9406
190,1782492009.294955,17.1099,0.0649,0.7513,lidar,native_s2m,icp,proximity,0.9229
191,1782492010.753568,17.2401,0.2815,0.98217,lidar,native_s2m,icp,proximity,0.8681
192,1782492011.384363,17.2836,0.4187,1.19968,lidar,native_s2m,icp,proximity,0.8587
193,1782492012.004328,17.2711,0.5472,1.41661,lidar,native_s2m,icp,proximity,0.8725
194,1782492013.354524,17.2463,0.8122,1.5509,lidar,native_s2m,icp,proximity,0.893
195,1782492014.500549,17.2368,1.0644,1.53369,lidar,native_s2m,icp,proximity,0.8807
196,1782492016.564001,17.2321,1.1185,1.55936,lidar,native_s2m,icp,proximity,0.9144
197,1782492017.710324,17.2625,0.8478,1.3733,lidar,native_s2m,icp,proximity,0.9207
198,1782492018.647535,17.2246,0.5858,1.19505,lidar,native_s2m,icp,proximity,0.9375
199,1782492019.4871,17.1555,0.3381,0.98075,lidar,native_s2m,icp,proximity,0.8876
200,1782492020.003359,17.0754,0.2066,0.74198,lidar,native_s2m,icp,proximity,0.9269
201,1782492020.42033,16.9733,0.0819,0.53032,lidar,native_s2m,icp,proximity,0.9178
202,1782492020.839228,16.8613,0.0079,0.31455,lidar,native_s2m,icp,proximity,0.9471
203,1782492022.931662,16.9513,0.0205,0.17443,lidar,native_s2m,icp,proximity,0.9504
204,1782492024.596883,17.2076,0.0477,0.01458,lidar,native_s2m,icp,proximity,0.9544
205,1782492025.956404,17.4569,0.0654,-0.0071,lidar,native_s2m,icp,proximity,0.934
206,1782492027.21194,17.7118,0.0732,-0.02323,lidar,native_s2m,icp,proximity,0.9269
207,1782492028.256886,17.971,0.0849,-0.04062,lidar,native_s2m,icp,proximity,0.909
208,1782492029.303086,18.2228,0.0942,-0.05241,lidar,native_s2m,icp,proximity,0.8794
209,1782492030.349899,18.5004,0.1352,-0.06877,lidar,native_s2m,icp,proximity,0.845
210,1782492031.290944,18.7569,0.1335,-0.08421,lidar,native_s2m,icp,proximity,0.8368
211,1782492032.447739,19.0182,0.1192,-0.10465,lidar,native_s2m,icp,proximity,0.8224
212,1782492033.484333,19.2882,0.1129,-0.1221,lidar,native_s2m,icp,proximity,0.8474
213,1782492034.426317,19.5451,0.0969,-0.1427,lidar,native_s2m,icp,proximity,0.8619
214,1782492035.472188,19.8161,0.0726,-0.16729,lidar,native_s2m,icp,proximity,0.8509
215,1782492036.629154,20.0968,0.048,-0.18681,lidar,native_s2m,icp,proximity,0.8417
