kf,stamp,x,y,theta,sensor,fe,verifier,proposer,quality
44,1781016174.798122,6.4578,1.7142,0.22571,lidar,native_s2m,bnb,proximity,0.8912
45,1781016175.846092,6.7124,1.7671,0.09798,lidar,native_s2m,bnb,proximity,0.8746
46,1781016176.996204,6.9879,1.8022,0.07659,lidar,native_s2m,bnb,proximity,0.8651
47,1781016178.134803,7.2562,1.8422,0.05376,lidar,native_s2m,bnb,proximity,0.8599
48,1781016179.283001,7.5159,1.8782,0.03807,lidar,native_s2m,bnb,proximity,0.8761
49,1781016180.025492,7.691,1.8507,-0.21308,lidar,native_s2m,bnb,proximity,0.7993
50,1781016180.854464,7.8849,1.7914,-0.44184,lidar,native_s2m,bnb,proximity,0.8801
51,1781016181.273481,7.9774,1.7717,-0.66841,lidar,native_s2m,bnb,proximity,0.7982
52,1781016182.007217,8.0643,1.6468,-0.89186,lidar,native_s2m,bnb,proximity,0.8868
53,1781016182.527779,8.1009,1.5567,-1.12178,lidar,native_s2m,bnb,proximity,0.8789
54,1781016183.56177,8.1664,1.3503,-1.33448,lidar,native_s2m,bnb,proximity,0.8573
55,1781016184.601265,8.2021,1.1014,-1.52646,lidar,native_s2m,bnb,proximity,0.8982
56,1781016185.847267,8.2096,0.8386,-1.61831,lidar,native_s2m,bnb,proximity,0.8933
57,1781016186.984818,8.1656,0.6225,-1.83615,lidar,native_s2m,bnb,proximity,0.8919
58,1781016187.915069,8.0984,0.4355,-2.05825,lidar,native_s2m,bnb,proximity,0.8797
59,1781016188.434417,8.0332,0.3552,-2.2995,lidar,native_s2m,bnb,proximity,0.9155
60,1781016189.476008,7.8607,0.1968,-2.5515,lidar,native_s2m,bnb,proximity,0.8855
61,1781016190.717532,7.6302,0.0542,-2.69146,lidar,native_s2m,bnb,proximity,0.8917
62,1781016191.753218,7.413,-0.088,-2.60725,lidar,native_s2m,bnb,proximity,0.9207
63,1781016192.474703,7.3371,-0.2034,-2.35962,lidar,native_s2m,bnb,proximity,0.8868
64,1781016193.100198,7.263,-0.3297,-2.14332,lidar,native_s2m,bnb,proximity,0.9138
65,1781016193.717656,7.2234,-0.4669,-1.90442,lidar,native_s2m,bnb,proximity,0.9073
66,1781016194.652451,7.1837,-0.7319,-1.68652,lidar,native_s2m,bnb,proximity,0.8957
67,1781016195.58625,7.2164,-0.9344,-1.4572,lidar,native_s2m,bnb,proximity,0.8595
68,1781016196.727074,7.2873,-1.1746,-1.3761,lidar,native_s2m,bnb,proximity,0.8839
69,1781016197.350565,7.2874,-1.2982,-1.59727,lidar,native_s2m,bnb,proximity,0.8218
70,1781016197.868808,7.2645,-1.3718,-1.83282,lidar,native_s2m,bnb,proximity,0.8008
71,1781016198.6972,7.2024,-1.5396,-2.05788,lidar,native_s2m,bnb,proximity,0.8632
72,1781016199.531892,7.1448,-1.6266,-2.27579,lidar,native_s2m,bnb,proximity,0.9053
73,1781016200.786667,7.0219,-1.7461,-2.50577,lidar,native_s2m,bnb,proximity,0.8736
74,1781016201.727775,6.8917,-1.8148,-2.72441,lidar,native_s2m,bnb,proximity,0.8875
75,1781016202.671486,6.716,-1.8747,-2.96236,lidar,native_s2m,bnb,proximity,0.8595
76,1781016203.818857,6.2357,-2.106,2.99088,lidar,native_s2m,bnb,proximity,0.8486
77,1781016204.864184,5.9654,-2.0594,2.89023,lidar,native_s2m,bnb,proximity,0.8674
78,1781016205.693657,5.8069,-1.9975,2.67648,lidar,native_s2m,bnb,proximity,0.9152
79,1781016206.634776,5.6254,-1.9018,2.43045,lidar,native_s2m,bnb,proximity,0.8413
80,1781016207.575781,5.4869,-1.7553,2.21971,lidar,native_s2m,bnb,proximity,0.8753
81,1781016208.000209,5.5823,-1.5614,2.07466,lidar,native_s2m,bnb,proximity,0.911
82,1781016209.047152,5.4983,-1.3447,1.82378,lidar,native_s2m,bnb,proximity,0.9043
83,1781016210.299711,5.4621,-1.0816,1.61005,lidar,native_s2m,bnb,proximity,0.9131
84,1781016211.351503,5.4539,-0.8287,1.5268,lidar,native_s2m,bnb,proximity,0.9122
85,1781016212.292142,5.4739,-0.6428,1.29691,lidar,native_s2m,bnb,proximity,0.927
86,1781016213.235309,5.556,-0.4533,1.0608,lidar,native_s2m,bnb,proximity,0.932
87,1781016214.48502,5.6757,-0.2745,0.83739,lidar,native_s2m,bnb,proximity,0.9071
88,1781016215.941417,5.8695,-0.1007,0.65326,lidar,native_s2m,bnb,proximity,0.9559
89,1781016216.981171,6.076,0.0403,0.53542,lidar,native_s2m,bnb,proximity,0.8741
90,1781016218.132344,6.2824,0.2068,0.60904,lidar,native_s2m,bnb,proximity,0.9324
91,1781016219.268502,6.4638,0.3977,0.73523,lidar,native_s2m,bnb,proximity,0.9287
92,1781016220.204694,6.6195,0.6114,0.9541,lidar,native_s2m,bnb,proximity,0.9302
93,1781016220.828247,6.6625,0.7479,1.20469,lidar,native_s2m,bnb,proximity,0.8915
94,1781016222.185885,6.6953,1.0093,1.30958,lidar,native_s2m,bnb,proximity,0.9227
95,1781016223.64332,6.7533,1.2601,1.20431,lidar,native_s2m,bnb,proximity,0.9104
96,1781016224.894605,6.8508,1.4371,0.96255,lidar,native_s2m,bnb,proximity,0.9266
97,1781016225.62904,6.9075,1.4969,0.7203,lidar,native_s2m,bnb,proximity,0.9368
98,1781016226.874746,7.1056,1.6322,0.46904,lidar,native_s2m,bnb,proximity,0.8929
99,1781016227.396793,7.1972,1.6569,0.24678,lidar,native_s2m,bnb,proximity,0.9214
100,1781016228.749744,7.4377,1.6962,0.0359,lidar,native_s2m,bnb,proximity,0.9316
101,1781016229.905068,7.6718,1.6726,-0.19653,lidar,native_s2m,bnb,proximity,0.8681
102,1781016230.424985,7.7567,1.6318,-0.44837,lidar,native_s2m,bnb,proximity,0.9302
103,1781016231.150945,7.886,1.5473,-0.66197,lidar,native_s2m,bnb,proximity,0.9497
104,1781016231.673881,7.9678,1.4695,-0.88705,lidar,native_s2m,bnb,proximity,0.8983
105,1781016232.19574,8.0082,1.3763,-1.12534,lidar,native_s2m,bnb,proximity,0.9125
106,1781016233.23619,8.0723,1.1643,-1.3372,lidar,native_s2m,bnb,proximity,0.9417
107,1781016234.390335,8.1071,0.8975,-1.53161,lidar,native_s2m,bnb,proximity,0.9091
108,1781016235.757432,8.1081,0.6712,-1.76097,lidar,native_s2m,bnb,proximity,0.9007
109,1781016237.116164,8.0394,0.422,-1.98862,lidar,native_s2m,bnb,proximity,0.8807
110,1781016237.536298,7.9883,0.3556,-2.20898,lidar,native_s2m,bnb,proximity,0.9123
111,1781016238.583031,7.8283,0.1733,-2.45689,lidar,native_s2m,bnb,proximity,0.9186
112,1781016239.0026,7.7552,0.1384,-2.673,lidar,native_s2m,bnb,proximity,0.9151
113,1781016240.258309,7.5074,0.0327,-2.91624,lidar,native_s2m,bnb,proximity,0.9271
114,1781016241.503498,7.2577,-0.0211,-3.02527,lidar,native_s2m,bnb,proximity,0.9184
115,1781016242.753892,7.0114,-0.0918,-2.97368,lidar,native_s2m,bnb,proximity,0.9252
116,1781016243.894529,6.7563,-0.1328,-3.06361,lidar,native_s2m,bnb,proximity,0.9381
117,1781016245.033656,6.4915,-0.1588,3.1224,lidar,native_s2m,bnb,proximity,0.9424
118,1781016246.063878,6.2277,-0.1497,3.03315,lidar,native_s2m,bnb,proximity,0.9298
119,1781016247.104277,5.964,-0.1479,3.09096,lidar,native_s2m,bnb,proximity,0.925
120,1781016248.033819,5.7081,-0.1612,-3.10626,lidar,native_s2m,bnb,proximity,0.9334
121,1781016249.07693,5.4356,-0.1891,-3.09982,lidar,native_s2m,bnb,proximity,0.9218
122,1781016250.125363,5.1855,-0.2189,-3.09388,lidar,native_s2m,bnb,proximity,0.9226
123,1781016251.062907,4.9334,-0.2545,-3.07265,lidar,native_s2m,bnb,proximity,0.892
124,1781016252.306767,4.6755,-0.2957,-3.01646,lidar,native_s2m,bnb,proximity,0.8727
125,1781016253.456845,4.4143,-0.3491,-3.02817,lidar,native_s2m,bnb,proximity,0.8889
126,1781016254.500401,4.1745,-0.4024,-3.02396,lidar,native_s2m,bnb,proximity,0.8988
127,1781016255.542453,3.9152,-0.453,-3.02457,lidar,native_s2m,bnb,proximity,0.8703
128,1781016256.587616,3.645,-0.5038,-3.02275,lidar,native_s2m,bnb,proximity,0.8925
129,1781016257.628676,3.3912,-0.5189,3.09141,lidar,native_s2m,bnb,proximity,0.8951
130,1781016258.677184,3.1314,-0.4991,2.99175,lidar,native_s2m,bnb,proximity,0.9069
131,1781016259.924886,2.8679,-0.4694,2.89616,lidar,native_s2m,bnb,proximity,0.921
132,1781016261.076677,2.6254,-0.4064,2.80056,lidar,native_s2m,bnb,proximity,0.9121
133,1781016262.334183,2.3836,-0.3249,2.71072,lidar,native_s2m,bnb,proximity,0.9084
134,1781016263.482203,2.1505,-0.2173,2.60921,lidar,native_s2m,bnb,proximity,0.9296
135,1781016264.531996,1.9793,-0.0838,2.38044,lidar,native_s2m,bnb,proximity,0.8661
136,1781016265.782944,1.8578,0.0403,2.17009,lidar,native_s2m,bnb,proximity,0.8875
137,1781016266.618073,1.8048,0.1904,1.951,lidar,native_s2m,bnb,proximity,0.8586
138,1781016267.352252,1.7632,0.3205,1.73354,lidar,native_s2m,bnb,proximity,0.9085
139,1781016268.602066,1.7194,0.5931,1.63161,lidar,native_s2m,bnb,proximity,0.8938
140,1781016269.756813,1.7118,0.8596,1.5269,lidar,native_s2m,bnb,proximity,0.9071
141,1781016271.328854,1.7144,0.7157,1.28289,lidar,native_s2m,bnb,proximity,0.8893
142,1781016271.955469,1.6843,0.5797,1.0384,lidar,native_s2m,bnb,proximity,0.917
143,1781016272.475663,1.6405,0.4717,0.82698,lidar,native_s2m,bnb,proximity,0.8807
144,1781016272.996234,1.5663,0.3724,0.60701,lidar,native_s2m,bnb,proximity,0.8877
145,1781016273.51591,1.4545,0.298,0.35463,lidar,native_s2m,bnb,proximity,0.8938
146,1781016274.557864,1.2237,0.1928,0.208,lidar,native_s2m,bnb,proximity,0.9239
147,1781016275.491993,0.9676,0.1306,0.09348,lidar,native_s2m,bnb,proximity,0.892
148,1781016276.425944,0.7093,0.0891,0.06881,lidar,native_s2m,bnb,proximity,0.9229
149,1781016277.360628,0.4571,0.0479,0.05379,lidar,native_s2m,bnb,proximity,0.9081
150,1781016278.392853,0.2027,0.0187,0.03736,lidar,native_s2m,bnb,proximity,0.9236
151,1781016280.473106,-0.0168,-0.0263,0.03055,lidar,native_s2m,bnb,proximity,0.9157
152,1781016282.548883,-0.0195,-0.0259,0.02883,lidar,native_s2m,bnb,proximity,0.8879
153,1781016284.62718,-0.0238,-0.0253,0.03101,lidar,native_s2m,bnb,proximity,0.9344
154,1781016286.706917,-0.0225,-0.0252,0.0299,lidar,native_s2m,bnb,proximity,0.939
