query,cand,coarse,refined,dx,dy,dth,accepted
70,40,0.4966,0.4966,0.216,-0.084,-0.0372,False
70,39,0.5034,0.5034,0.202,-0.078,-0.0148,False
75,45,0.4278,0.4278,0.098,-0.226,0.0565,False
75,44,0.4278,0.4278,0.098,-0.226,0.0565,False
80,50,0.8279,0.8279,0.025,-0.013,0.0042,True
80,49,0.8279,0.8279,0.026,-0.013,0.0041,True
85,55,0.8894,0.8894,0.01,0.013,0.0324,True
85,54,0.8894,0.8894,0.009,0.013,0.0322,True
90,60,0.9724,0.9724,0.016,0.012,-0.0038,True
90,55,0.9724,0.9724,0.016,0.013,-0.0038,True
95,54,0.9725,0.9725,-0.0,-0.03,0.0,True
95,65,0.9742,0.9742,-0.0,-0.031,0.0,True
100,57,0.94,0.94,0.012,-0.013,-0.0174,True
100,58,0.94,0.94,0.012,-0.013,-0.0173,True
105,57,0.5686,0.5686,0.178,0.075,-0.0176,False
105,58,0.5686,0.5686,0.178,0.075,-0.0176,False
110,57,0.3119,0.3119,0.065,0.015,0.0187,False
110,58,0.3119,0.3119,0.065,0.015,0.0187,False
115,57,0.1732,0.1732,-0.047,-0.046,0.0005,False
115,58,0.1732,0.1732,-0.047,-0.046,0.0005,False
155,125,0.5291,0.5291,0.223,0.089,0.0511,False
155,124,0.5591,0.5591,0.214,0.094,0.043,False
160,129,0.5612,0.5612,0.103,-0.107,0.0266,False
160,128,0.5629,0.5629,0.108,-0.108,0.0276,False
165,127,0.6555,0.6555,0.113,-0.054,0.004,True
165,128,0.6534,0.6534,0.114,-0.054,0.0041,True
170,125,0.8722,0.8722,-0.025,-0.079,-0.0146,True
170,126,0.8722,0.8722,-0.028,-0.077,-0.0155,True
175,125,0.987,0.987,0.018,-0.018,0.0105,True
175,126,0.9891,0.9891,0.028,-0.017,0.0113,True
180,129,0.9245,0.9245,0.003,0.002,-0.0043,True
180,130,0.9245,0.9245,0.007,0.004,-0.0039,True
185,136,0.9004,0.9004,-0.023,-0.003,0.0018,True
185,137,0.9004,0.9004,-0.022,-0.003,0.0018,True
190,140,0.9638,0.9638,0.001,0.008,0.003,True
190,141,0.9638,0.9638,0.005,0.008,0.0031,True
195,143,1.0,1.0,0.104,-0.078,-0.0081,True
195,144,1.0,1.0,0.104,-0.078,-0.0081,True
200,150,1.0,1.0,0.017,-0.032,-0.0003,True
200,149,1.0,1.0,0.018,-0.033,-0.0003,True
205,154,0.9869,0.9869,-0.004,-0.015,-0.0007,True
205,155,0.9869,0.9869,-0.005,-0.011,0.0002,True
210,180,0.937,0.937,0.006,-0.018,-0.0007,True
210,179,0.937,0.937,0.004,-0.018,-0.0012,True
215,124,0.9955,0.9955,0.005,0.002,0.0034,True
215,125,0.9955,0.9955,0.006,0.0,0.0029,True
220,119,0.9857,0.9857,0.011,-0.014,0.0066,True
220,120,0.9857,0.9857,0.011,-0.014,0.0065,True
225,113,0.984,0.984,0.002,-0.019,0.0052,True
225,114,0.984,0.984,0.0,-0.019,0.0055,True
230,109,0.9868,0.9868,0.045,-0.011,-0.0026,True
230,108,0.9885,0.9885,0.045,-0.023,0.0031,True
235,104,0.9882,0.9882,0.048,-0.029,0.0046,True
235,103,0.9865,0.9865,0.034,-0.031,0.0045,True
240,99,0.9962,0.9962,-0.01,-0.071,0.0145,True
240,58,0.9943,0.9943,-0.009,-0.068,0.0148,True
245,73,1.0,1.0,-0.02,-0.029,0.0109,True
245,74,1.0,1.0,-0.02,-0.034,0.0117,True
250,71,1.0,1.0,-0.012,-0.023,0.0064,True
250,69,1.0,1.0,-0.014,-0.02,0.0077,True
255,76,0.9984,0.9984,-0.022,-0.021,0.0049,True
255,75,0.9984,0.9984,-0.023,-0.023,0.0048,True
260,54,0.9983,0.9983,-0.023,-0.001,0.0139,True
260,96,0.9983,0.9983,-0.027,-0.002,0.014,True
265,89,0.9969,0.9969,-0.048,0.009,0.0075,True
265,86,0.9954,0.9954,-0.046,0.012,0.0076,True
270,91,0.9784,0.9784,-0.055,0.014,0.0183,True
270,92,0.9784,0.9784,-0.055,0.013,0.0183,True
275,98,0.9754,0.9754,0.019,-0.026,-0.0039,True
275,60,0.9754,0.9754,0.019,-0.025,-0.0038,True
280,52,0.9785,0.9785,-0.028,-0.014,-0.0088,True
280,79,0.9785,0.9785,-0.028,-0.019,-0.0098,True
285,50,0.8611,0.8611,-0.074,0.021,0.0161,True
285,51,0.8611,0.8611,-0.073,0.02,0.0159,True
290,48,0.7307,0.7307,-0.084,-0.021,0.0329,True
290,49,0.7326,0.7326,-0.084,-0.021,0.0329,True
295,46,0.8925,0.8925,-0.066,-0.05,0.0018,True
295,47,0.8891,0.8891,-0.064,-0.045,0.0026,True
300,44,0.7796,0.7796,-0.022,-0.019,-0.0078,True
300,45,0.7887,0.7887,-0.028,-0.02,-0.0079,True
305,42,0.8154,0.8154,0.01,-0.002,0.0004,True
305,43,0.8172,0.8172,-0.005,0.002,0.0002,True
310,40,0.8601,0.8601,0.022,-0.026,0.0094,True
310,41,0.8618,0.8618,0.025,-0.026,0.0093,True
315,38,0.9531,0.9531,0.003,0.026,0.0089,True
315,39,0.9514,0.9514,0.003,0.026,0.009,True
320,290,0.9186,0.9186,-0.032,0.012,0.0015,True
320,289,0.9186,0.9186,-0.032,0.011,0.0015,True
325,287,0.9518,0.9518,0.027,0.022,-0.0075,True
325,286,0.9518,0.9518,0.027,0.025,-0.0072,True
330,286,0.955,0.955,0.005,-0.043,0.0123,True
330,287,0.955,0.955,0.006,-0.043,0.0122,True
335,38,0.9451,0.9451,-0.024,0.034,-0.0033,True
335,37,0.98,0.98,-0.018,0.047,-0.0098,True
340,35,0.8754,0.8754,-0.042,0.022,0.002,True
340,36,0.8754,0.8754,-0.043,0.023,0.0013,True
345,33,0.6131,0.6131,0.013,-0.044,-0.001,True
345,34,0.6148,0.6148,0.013,-0.044,-0.001,True
350,31,0.261,0.261,-0.148,-0.062,-0.0092,False
350,32,0.2656,0.2656,-0.148,-0.062,-0.0091,False
355,29,0.4474,0.4474,0.062,0.135,-0.0103,False
