# dataset_name=lab_run_2
# dataset_scan_variant=raw
# dataset_scan_file=/home/kaushik/slam_ws/datasets/lab_run_2/scans.carmen
# matcher_type=scan_to_submap
k t x y theta score inliers dx dy dtheta do_insert did_insert
242 1776785651.759719 2.470723 -1.651316 -0.254325 0.790716 191 -0.023430 -0.008052 -0.003821 1 1
243 1776785651.873289 2.497148 -1.651924 -0.203655 0.803974 190 -0.023576 -0.000608 0.000669 1 1
244 1776785651.968426 2.526001 -1.653588 -0.154260 0.816211 198 -0.021147 -0.001664 -0.000604 0 0
245 1776785652.072086 2.549447 -1.652260 -0.104523 0.772352 194 -0.026554 0.001328 -0.000263 1 1
246 1776785652.182893 2.582843 -1.647119 -0.058342 0.801798 192 -0.016605 0.005141 -0.003819 1 1
247 1776785652.284794 2.607588 -1.647844 -0.008174 0.801926 191 0.024746 -0.000725 0.000168 1 1
248 1776785652.389127 2.639210 -1.638788 0.040106 0.800861 195 -0.018378 0.009056 -0.001721 1 1
249 1776785652.496320 2.685838 -1.612595 0.038825 0.768170 189 -0.003373 0.026193 -0.001280 1 1
250 1776785652.597280 2.723908 -1.609265 0.038248 0.777973 193 -0.011930 0.003330 -0.000578 1 1
251 1776785652.701875 2.745208 -1.616227 0.038091 0.767028 190 -0.028700 -0.006962 -0.000157 1 1
252 1776785652.809400 2.781597 -1.616124 0.010899 0.785360 197 -0.013610 0.000103 -0.007192 1 1
253 1776785652.920717 2.812647 -1.633594 -0.061774 0.711370 187 -0.018951 -0.017471 -0.002673 1 1
254 1776785653.018229 2.863789 -1.627567 -0.150723 0.782723 185 0.001143 0.006027 -0.008949 0 0
255 1776785653.123742 2.903305 -1.643888 -0.186659 0.781583 187 -0.010484 -0.016321 -0.005935 1 1
256 1776785653.227487 2.937876 -1.655029 -0.202702 0.777445 187 -0.015429 -0.011140 0.003957 1 1
257 1776785653.331146 2.974835 -1.664612 -0.222235 0.810854 191 -0.013041 -0.009584 0.000467 1 1
258 1776785653.434395 3.019705 -1.667115 -0.242306 0.830960 185 -0.005130 -0.002503 -0.000071 1 1
259 1776785653.540494 3.063705 -1.685322 -0.250441 0.801140 184 -0.006000 -0.018206 0.011865 1 1
260 1776785653.646005 3.116602 -1.684007 -0.226735 0.726717 180 0.002897 0.001315 -0.006294 1 1
261 1776785653.745153 3.158304 -1.685677 -0.158623 0.747841 186 -0.008298 -0.001670 0.008111 0 0
262 1776785653.853782 3.195550 -1.679951 -0.090270 0.766777 185 -0.012754 0.005726 -0.001647 1 1
263 1776785653.952393 3.228572 -1.681313 -0.027684 0.760849 182 -0.016978 -0.001362 -0.007414 0 0
264 1776785654.058762 3.262319 -1.670874 0.002817 0.795166 182 -0.016253 0.010439 0.000501 1 1
265 1776785654.163024 3.301374 -1.670748 -0.001143 0.810624 182 -0.010945 0.000125 -0.003960 1 1
266 1776785654.266999 3.340238 -1.671976 -0.003973 0.817938 184 -0.011136 -0.001227 -0.002830 1 1
267 1776785654.371977 3.379622 -1.672825 -0.006666 0.803870 187 -0.010615 -0.000849 -0.002693 1 1
268 1776785654.477289 3.426944 -1.671939 -0.007025 0.822657 183 -0.002678 0.000886 -0.000359 1 1
269 1776785654.581694 3.467922 -1.665464 -0.008658 0.818482 187 -0.009022 0.006474 -0.001633 1 1
270 1776785654.686086 3.518033 -1.653057 0.035295 0.812951 193 0.000111 0.012408 -0.006047 1 1
271 1776785654.790857 3.562033 -1.643086 0.106648 0.814159 184 -0.006000 0.009971 -0.008647 1 1
272 1776785654.891755 3.586345 -1.635408 0.165131 0.821687 197 -0.025688 0.007679 -0.011517 1 1
273 1776785654.999647 3.628692 -1.629461 0.181711 0.824713 193 -0.007653 0.005946 0.006580 1 1
274 1776785655.105093 3.666539 -1.626611 0.182629 0.835180 187 -0.012153 0.002851 0.000917 1 1
275 1776785655.210433 3.704686 -1.616312 0.171550 0.785944 192 -0.011853 0.010298 -0.011079 1 1
276 1776785655.315911 3.751215 -1.608157 0.167317 0.816040 186 -0.003471 0.008156 -0.004232 1 1
277 1776785655.422114 3.790396 -1.600538 0.165524 0.825905 189 -0.010819 0.007619 -0.001793 1 1
278 1776785655.530602 3.829802 -1.591840 0.161597 0.831629 188 -0.010594 0.008697 -0.003926 1 1
279 1776785655.630884 3.873792 -1.585117 0.157039 0.867587 199 -0.006010 0.006723 -0.004558 1 1
280 1776785655.735183 3.922346 -1.573306 0.153577 0.873987 186 -0.001446 0.011811 -0.003462 1 1
281 1776785655.847858 3.969830 -1.565694 0.151556 0.865909 190 -0.002516 0.007612 -0.002021 1 1
282 1776785655.944777 4.013876 -1.552374 0.146893 0.836961 193 -0.005954 0.013320 -0.004664 0 0
283 1776785656.050298 4.060630 -1.536996 0.139668 0.780339 196 -0.003246 0.015378 -0.007224 1 1
284 1776785656.153825 4.106603 -1.535914 0.134209 0.800161 198 -0.004027 0.001082 -0.005459 1 1
285 1776785656.263873 4.158266 -1.529642 0.129292 0.822163 194 0.001663 0.006272 -0.004917 1 1
286 1776785656.364582 4.203637 -1.522807 0.125072 0.830794 189 -0.004629 0.006835 -0.004220 1 1
287 1776785656.468756 4.256406 -1.511971 0.120131 0.840279 191 0.002769 0.010836 -0.004941 1 1
288 1776785656.573947 4.307147 -1.502000 0.118257 0.878147 192 0.000741 0.009971 -0.001873 1 1
289 1776785656.675873 4.375774 -1.464654 0.156044 0.798353 193 -0.031373 -0.012654 -0.012213 1 1
290 1776785656.778066 4.415496 -1.450369 0.238561 0.829941 187 -0.010279 0.014285 0.002517 1 1
291 1776785656.886966 4.450920 -1.430051 0.316021 0.783802 199 -0.014575 0.020318 -0.002540 1 1
292 1776785656.998006 4.487699 -1.411762 0.384957 0.788556 193 -0.013222 0.018289 -0.011064 1 1
293 1776785657.097257 4.509814 -1.401817 0.447433 0.806751 190 -0.027884 0.009945 -0.007524 0 0
294 1776785657.209177 4.539501 -1.374294 0.506521 0.760975 191 -0.020314 -0.022477 -0.010912 1 1
295 1776785657.310696 4.562007 -1.357410 0.560714 0.758689 195 0.022507 0.016884 0.004194 1 1
296 1776785657.411638 4.578836 -1.332456 0.613835 0.798270 193 0.016829 0.024954 0.003121 1 1
297 1776785657.521503 4.596574 -1.311586 0.665968 0.811219 194 0.017738 0.020870 0.002133 1 1
298 1776785657.623941 4.611371 -1.291582 0.716125 0.792846 205 -0.035203 -0.029996 0.000157 1 1
299 1776785657.727737 4.624896 -1.263701 0.767557 0.795388 195 0.013525 -0.022119 0.001432 1 1
300 1776785657.832135 4.646215 -1.243443 0.817021 0.787198 195 0.021320 0.020259 -0.000535 1 1
301 1776785657.943193 4.655222 -1.221518 0.866508 0.825030 193 0.009007 0.021925 -0.000513 1 1
302 1776785658.046095 4.662708 -1.202690 0.912142 0.815365 190 0.007485 0.018827 -0.004366 1 1
303 1776785658.146073 4.670631 -1.180309 0.958308 0.806611 194 0.007923 0.022382 -0.003834 0 0
304 1776785658.258125 4.679334 -1.160045 1.006625 0.794998 196 0.008703 -0.029736 0.018318 1 1
305 1776785658.355595 4.683442 -1.140718 1.045218 0.799686 196 0.004108 -0.030673 0.008593 0 0
306 1776785658.459399 4.693668 -1.116427 1.083646 0.792203 200 0.010225 -0.025709 0.008428 1 1
307 1776785658.567448 4.696008 -1.097988 1.122137 0.802764 196 0.002340 -0.031561 0.008491 1 1
308 1776785658.667448 4.702231 -1.075448 1.155617 0.819333 197 0.006222 -0.027460 0.003480 1 1
309 1776785658.779961 4.703729 -1.029737 1.187350 0.805584 208 0.001498 -0.004288 0.001734 1 1
310 1776785658.880054 4.707430 -1.011830 1.238295 0.800699 199 0.003701 0.017906 0.000944 1 1
311 1776785658.981378 4.710114 -0.989885 1.285043 0.752708 221 0.002685 0.021945 -0.003252 1 1
312 1776785659.084298 4.709612 -0.964395 1.331774 0.763498 203 -0.000502 -0.024510 -0.003269 1 1
313 1776785659.189045 4.704265 -0.945697 1.377455 0.773106 206 -0.005347 0.018697 -0.004319 1 1
314 1776785659.294302 4.701260 -0.914106 1.411838 0.808942 212 -0.003006 -0.018409 0.004383 1 1
315 1776785659.398516 4.707008 -0.894675 1.432677 0.773828 215 0.005749 0.019430 0.000839 1 1
316 1776785659.507172 4.704260 -0.861934 1.428012 0.782961 208 -0.002749 -0.017258 -0.004665 1 1
317 1776785659.607178 4.700757 -0.819804 1.423381 0.845528 222 -0.003503 -0.007870 -0.004631 1 1
318 1776785659.711738 4.702092 -0.788438 1.423489 0.786989 206 0.001335 -0.018633 0.000108 1 1
319 1776785659.817945 4.710663 -0.744412 1.415631 0.794397 217 0.008572 -0.005975 -0.007857 1 1
320 1776785659.921237 4.713011 -0.691782 1.423621 0.808492 211 0.002348 0.002630 0.007989 1 1
321 1776785660.031400 4.712147 -0.632270 1.485368 0.781292 215 -0.000864 0.009512 -0.008253 1 1
322 1776785660.129199 4.699798 -0.592032 1.558250 0.806087 216 -0.012349 -0.009762 0.002882 0 0
323 1776785660.232748 4.686937 -0.564785 1.625908 0.799805 209 -0.012861 -0.022753 -0.002341 1 1
324 1776785660.338128 4.670608 -0.538667 1.693527 0.818436 210 -0.016328 -0.023881 -0.002382 1 1
325 1776785660.443393 4.664292 -0.520783 1.734900 0.790225 201 -0.006316 0.017883 -0.008627 1 1
326 1776785660.548902 4.662708 -0.476353 1.732048 0.849309 194 -0.001584 -0.005570 -0.002852 1 1
327 1776785660.654609 4.648258 -0.461616 1.736845 0.807355 192 -0.014450 -0.035262 0.004797 1 1
328 1776785660.759756 4.636670 -0.421798 1.735724 0.816324 196 -0.011587 -0.010182 -0.001120 1 1
329 1776785660.868858 4.627234 -0.392274 1.734872 0.831808 196 -0.009436 -0.020476 -0.000853 1 1
330 1776785660.968694 4.615141 -0.355137 1.730416 0.838659 196 -0.012094 -0.012863 -0.004455 0 0
331 1776785661.072437 4.609633 -0.313291 1.726913 0.861570 192 -0.005508 -0.008154 -0.003504 1 1
332 1776785661.176358 4.595288 -0.277251 1.724729 0.842217 199 -0.014345 -0.013959 -0.002183 1 1
333 1776785661.281408 4.587754 -0.239077 1.722832 0.853991 196 -0.007534 -0.011827 -0.001897 1 1
334 1776785661.385334 4.581923 -0.201536 1.724395 0.825309 195 -0.005831 -0.012459 0.001563 1 1
335 1776785661.491266 4.566936 -0.158202 1.719400 0.786282 193 -0.014987 -0.006666 -0.004995 1 1
336 1776785661.592580 4.546114 -0.115901 1.711587 0.820983 189 -0.020822 -0.007699 0.012187 1 1
337 1776785661.703633 4.547614 -0.072246 1.709087 0.860121 190 0.001500 -0.006346 -0.002500 1 1
338 1776785661.799435 4.540340 -0.020854 1.699140 0.803089 196 -0.007274 0.001392 -0.009947 0 0
339 1776785661.908242 4.523187 0.021157 1.698551 0.841998 198 -0.017153 -0.007989 -0.000588 1 1
340 1776785662.008015 4.524428 0.070933 1.688045 0.818690 189 0.001241 -0.000223 -0.000506 0 0
341 1776785662.112675 4.515784 0.107463 1.601839 0.717581 192 -0.008643 -0.013470 -0.006206 1 1
342 1776785662.217458 4.524805 0.146675 1.511800 0.749617 195 0.009020 -0.010788 -0.010039 1 1
343 1776785662.322119 4.527887 0.182830 1.426425 0.801278 211 0.003083 -0.013845 -0.005375 1 1
344 1776785662.425848 4.533055 0.218168 1.360607 0.822685 194 0.005168 -0.014662 0.014182 1 1
345 1776785662.528407 4.543082 0.267993 1.331636 0.891724 198 0.010027 -0.000175 0.001029 1 1
346 1776785662.631111 4.556896 0.305704 1.315483 0.851351 196 0.013815 -0.012289 0.003847 1 1
347 1776785662.733728 4.555880 0.337461 1.298277 0.843476 199 -0.001017 -0.018242 0.002794 1 1
348 1776785662.837140 4.564262 0.379859 1.281543 0.865560 193 0.008383 -0.007602 0.003266 1 1
349 1776785662.941528 4.578991 0.408615 1.248290 0.807989 197 0.014728 -0.021245 -0.003253 1 1
350 1776785663.045538 4.584941 0.436534 1.177858 0.791438 195 0.005951 -0.022081 0.009568 1 1
351 1776785663.154227 4.599189 0.465274 1.108631 0.826102 192 0.014247 -0.021260 -0.009227 1 1
352 1776785663.261174 4.621065 0.501316 1.034658 0.790077 191 0.021876 -0.013958 0.006027 1 1
353 1776785663.357117 4.637469 0.515791 0.971081 0.789741 194 0.016404 0.014474 0.006423 0 0
354 1776785663.466313 4.660983 0.549169 0.903985 0.797931 190 -0.026487 -0.016621 0.002905 1 1
355 1776785663.571194 4.678267 0.569528 0.843566 0.763295 193 -0.032716 -0.029641 0.009580 1 1
356 1776785663.670096 4.701280 0.589378 0.777927 0.802090 191 -0.026986 -0.030150 0.004361 0 0
357 1776785663.773887 4.719613 0.597053 0.715605 0.819097 192 -0.031667 -0.042325 0.017678 1 1
358 1776785663.879117 4.753492 0.627938 0.639336 0.834922 193 -0.016121 -0.019115 0.003731 1 1
359 1776785663.982625 4.773801 0.630408 0.571552 0.821336 201 0.020309 0.002470 0.002216 1 1
360 1776785664.091039 4.821192 0.674531 0.480958 0.819954 197 -0.002610 -0.005877 0.009406 1 1
361 1776785664.190402 4.825451 0.648890 0.418419 0.820105 193 0.004259 -0.025641 0.007462 0 0
362 1776785664.295528 4.859749 0.658062 0.335780 0.799081 196 -0.015701 0.009172 -0.002639 1 1
363 1776785664.398203 4.886424 0.656319 0.253341 0.816751 196 -0.023325 -0.001743 -0.002440 1 1
364 1776785664.501138 4.926238 0.665822 0.177504 0.816052 193 -0.010186 0.009503 0.004164 1 1
365 1776785664.604606 4.943551 0.658444 0.113820 0.802240 198 0.017312 -0.007378 -0.003685 1 1
366 1776785664.707958 5.002440 0.701919 0.042688 0.827815 196 0.008889 -0.006524 -0.001131 1 1
367 1776785664.811142 5.031282 0.697459 0.023445 0.806429 199 -0.021158 -0.004460 0.000757 1 1
368 1776785664.915761 5.057013 0.691749 0.012863 0.800639 192 -0.024268 -0.005710 0.009418 1 1
369 1776785665.018589 5.097811 0.691625 -0.002581 0.861574 195 -0.009203 -0.000125 0.004556 1 1
370 1776785665.122445 5.140911 0.700204 -0.013029 0.861637 193 -0.006899 0.008579 0.009552 1 1
371 1776785665.227117 5.180361 0.696348 -0.030033 0.891572 192 -0.010551 -0.003856 0.002996 1 1
372 1776785665.329745 5.210619 0.688818 -0.043566 0.898353 199 -0.019742 -0.007530 0.006467 1 1
373 1776785665.433641 5.254448 0.692345 -0.058925 0.894911 191 -0.006171 0.003528 0.004641 1 1
374 1776785665.541613 5.293609 0.687089 -0.073128 0.851343 190 -0.010840 -0.005257 0.005798 1 1
375 1776785665.650961 5.342512 0.688608 -0.094488 0.826639 193 -0.001097 0.001519 -0.001361 1 1
376 1776785665.745716 5.395995 0.681759 -0.115051 0.818923 196 0.003483 -0.006850 -0.000562 0 0
377 1776785665.850602 5.441337 0.678154 -0.144806 0.813493 191 -0.004658 -0.003605 0.000245 1 1
378 1776785665.961746 5.479489 0.678878 -0.216333 0.801762 197 -0.011847 0.000724 -0.001527 1 1
379 1776785666.060028 5.520995 0.652710 -0.270798 0.817263 205 -0.008494 -0.026168 -0.004465 0 0
380 1776785666.163347 5.563291 0.636508 -0.291385 0.802395 210 -0.007704 -0.016202 -0.000587 1 1
381 1776785666.266564 5.604179 0.619557 -0.312335 0.796207 200 -0.009112 -0.016951 -0.000950 1 1
382 1776785666.377448 5.655480 0.612041 -0.327689 0.800737 209 0.001301 -0.007515 0.004646 1 1
383 1776785666.472338 5.710167 0.625508 -0.294604 0.749210 198 0.004687 0.013467 0.003085 0 0
384 1776785666.576319 5.779774 0.640914 -0.222604 0.698253 202 0.019607 0.015406 -0.008000 1 1
385 1776785666.680265 5.817058 0.639773 -0.154207 0.753694 202 -0.012716 -0.001141 0.008397 1 1
386 1776785666.793304 5.842112 0.605431 -0.111094 0.792154 194 -0.024946 -0.034341 0.013113 1 1
387 1776785666.894742 5.886589 0.602800 -0.109770 0.871845 196 -0.005522 -0.002631 0.001324 1 1
388 1776785666.998651 5.932889 0.597574 -0.109833 0.850892 199 -0.003700 -0.005226 -0.000063 1 1
389 1776785667.099431 5.981260 0.590869 -0.114694 0.842857 196 -0.001629 -0.006705 -0.004861 1 1
390 1776785667.202667 6.026387 0.590031 -0.115949 0.887519 197 -0.004873 -0.000838 -0.001255 1 1
391 1776785667.307536 6.070769 0.583035 -0.116732 0.883546 199 -0.005618 -0.006996 -0.000783 1 1
392 1776785667.420596 6.115227 0.574959 -0.116036 0.843300 199 -0.005542 -0.008076 0.000697 1 1
393 1776785667.516124 6.160530 0.575475 -0.119718 0.850978 196 -0.004698 0.000516 -0.003682 0 0
394 1776785667.630559 6.221565 0.573145 -0.120917 0.775370 200 0.011035 -0.002331 -0.001199 1 1
395 1776785667.722815 6.275030 0.585038 -0.073622 0.713292 192 0.003465 0.011893 -0.002705 0 0
396 1776785667.826935 6.328662 0.586171 -0.005856 0.726739 192 0.003632 0.001134 -0.002234 1 1
397 1776785667.931261 6.358151 0.577965 0.018619 0.772026 196 -0.020511 -0.008207 0.004475 1 1
398 1776785668.040187 6.406022 0.575101 0.018794 0.842113 196 -0.002129 -0.002864 0.000175 1 1
399 1776785668.148597 6.444664 0.579409 0.013225 0.855013 196 -0.011358 0.004308 -0.005569 1 1
400 1776785668.245270 6.496196 0.579578 0.011574 0.864955 198 0.001532 0.000169 -0.001651 0 0
401 1776785668.349892 6.542335 0.582616 0.006644 0.856329 196 -0.003861 0.003038 -0.004929 1 1
402 1776785668.454299 6.591508 0.585505 0.002107 0.855019 200 -0.000827 0.002889 -0.004537 1 1
403 1776785668.558419 6.637749 0.584520 -0.002818 0.839585 201 -0.003759 -0.000985 -0.004926 1 1
404 1776785668.665939 6.685202 0.586144 -0.010555 0.798911 190 -0.002547 0.001624 0.012263 1 1
405 1776785668.766280 6.735286 0.582161 -0.012783 0.797830 191 0.000084 -0.003983 -0.002227 1 1
406 1776785668.878511 6.781674 0.585071 -0.015016 0.776997 196 -0.003612 0.002910 -0.002233 1 1
407 1776785668.973477 6.827714 0.590573 -0.021054 0.788431 188 -0.003960 0.005502 -0.006038 0 0
408 1776785669.083649 6.888158 0.609353 -0.003151 0.790163 197 0.010444 0.018781 -0.002097 1 1
409 1776785669.182139 6.929858 0.593130 0.011950 0.769247 188 -0.008301 -0.016223 -0.004899 0 0
410 1776785669.293084 6.975412 0.601610 0.005828 0.777235 189 -0.004445 0.008480 -0.006122 1 1
411 1776785669.390472 7.022455 0.599072 0.002294 0.784985 177 -0.002958 -0.002539 -0.003534 0 0
412 1776785669.495084 7.113794 0.622843 -0.013836 0.756245 182 -0.008660 0.023772 0.003869 1 1
413 1776785669.602947 7.148093 0.614948 -0.017260 0.745765 179 -0.015701 -0.007895 -0.003424 1 1
414 1776785669.702321 7.190893 0.614273 -0.017518 0.784659 180 -0.007200 -0.000675 -0.000258 0 0
415 1776785669.807173 7.236286 0.614526 -0.016529 0.783632 179 -0.004607 0.000253 0.000989 1 1
416 1776785669.911822 7.283671 0.612743 -0.018796 0.810900 176 -0.002615 -0.001782 -0.002267 1 1
417 1776785670.018794 7.344324 0.612499 -0.024915 0.827974 179 0.010653 -0.000244 -0.006119 1 1
418 1776785670.121499 7.387952 0.613212 -0.025028 0.823621 188 -0.006372 0.000713 -0.000113 1 1
419 1776785670.229830 7.438815 0.614496 -0.029348 0.835165 184 0.000863 0.001284 -0.004320 1 1
420 1776785670.330880 7.496640 0.608428 -0.034076 0.799523 180 0.007825 -0.006069 -0.004728 1 1
421 1776785670.434735 7.550321 0.610704 -0.036698 0.800524 186 0.003681 0.002276 -0.002622 1 1
422 1776785670.538185 7.593104 0.616676 -0.038195 0.807002 181 -0.007217 0.005971 -0.001497 1 1
423 1776785670.650484 7.653803 0.612481 -0.041428 0.783032 184 0.010699 -0.004195 -0.003232 1 1
424 1776785670.747599 7.705066 0.607989 -0.047569 0.781380 185 0.001263 -0.004492 -0.006142 0 0
425 1776785670.851990 7.761681 0.609677 -0.053455 0.761280 188 0.006615 0.001688 -0.005886 1 1
426 1776785670.956650 7.810761 0.610386 -0.058648 0.764412 189 -0.000920 0.000709 -0.005193 1 1
427 1776785671.060956 7.867383 0.608406 -0.061290 0.780081 187 0.006623 -0.001980 -0.002642 1 1
428 1776785671.171964 7.917536 0.603656 -0.072520 0.778022 179 0.000153 -0.004751 0.008770 1 1
429 1776785671.270953 7.963370 0.607083 -0.100703 0.824887 178 -0.004166 0.003428 0.001817 0 0
430 1776785671.377155 8.012891 0.592703 -0.177844 0.744575 186 -0.000479 -0.014381 0.002859 1 1
431 1776785671.491322 8.076819 0.587459 -0.315274 0.745913 185 0.013929 -0.005243 -0.007430 1 1
432 1776785671.592832 8.119916 0.551544 -0.430163 0.781936 183 -0.006903 0.014085 0.005111 1 1
433 1776785671.699267 8.140891 0.513648 -0.526122 0.791510 195 0.020975 0.012104 -0.015958 1 1
434 1776785671.797505 8.190786 0.494933 -0.649218 0.805563 192 -0.000106 -0.018715 -0.003097 0 0
435 1776785671.907368 8.221666 0.466869 -0.749538 0.774215 202 0.030880 0.021936 -0.000320 1 1
436 1776785672.004594 8.242953 0.426227 -0.828469 0.795212 202 0.021287 0.009358 0.001069 0 0
437 1776785672.108023 8.276096 0.393641 -0.922489 0.757188 207 -0.016856 0.017414 0.005980 1 1
438 1776785672.211930 8.284099 0.358157 -1.015036 0.791998 204 0.008003 0.014516 0.007453 1 1
439 1776785672.315493 8.296190 0.320223 -1.108803 0.774543 205 0.012091 0.012066 -0.013767 1 1
440 1776785672.419965 8.298461 0.288213 -1.202371 0.815127 204 0.002271 0.017989 0.006432 1 1
441 1776785672.522753 8.301723 0.248514 -1.290363 0.789736 200 0.003262 0.010301 -0.007992 1 1
442 1776785672.631005 8.300230 0.208650 -1.388919 0.823498 204 -0.001493 0.010137 0.001444 1 1
443 1776785672.734288 8.304772 0.173266 -1.485926 0.829922 206 0.004542 0.014616 0.002993 1 1
444 1776785672.834051 8.318521 0.139788 -1.592285 0.766272 203 -0.036251 0.016522 0.013641 0 0
445 1776785672.945300 8.315519 0.101212 -1.679841 0.822858 201 -0.003003 0.011424 0.002444 1 1
446 1776785673.039603 8.293674 0.064897 -1.754445 0.835180 196 -0.021845 0.013685 0.015396 0 0
447 1776785673.145925 8.286684 0.033410 -1.843287 0.804832 197 -0.006989 0.018513 0.001158 1 1
448 1776785673.250115 8.271295 -0.003338 -1.934294 0.799453 197 -0.015389 0.013252 -0.001007 1 1
449 1776785673.356021 8.256273 -0.043665 -1.991080 0.808206 194 -0.015022 0.009673 -0.006785 1 1
450 1776785673.452102 8.233227 -0.090728 -2.001942 0.817179 205 -0.023046 0.002937 0.009138 0 0
451 1776785673.561841 8.213407 -0.133573 -2.001845 0.824009 198 -0.019820 0.007155 0.000097 1 1
452 1776785673.659971 8.199603 -0.179049 -1.973458 0.777890 192 -0.013804 0.004524 -0.001613 0 0
453 1776785673.763568 8.195438 -0.218012 -1.895482 0.762320 196 -0.004166 0.011037 -0.002024 1 1
454 1776785673.866850 8.190315 -0.255656 -1.845131 0.813654 190 -0.005123 0.012356 -0.009648 1 1
455 1776785673.965125 8.185824 -0.287461 -1.791103 0.787615 190 -0.004490 0.018196 0.014027 0 0
456 1776785674.072994 8.186066 -0.327665 -1.782150 0.810824 192 0.000241 0.009796 -0.001047 1 1
457 1776785674.179897 8.181948 -0.367400 -1.786547 0.822003 198 -0.004118 0.010264 -0.004397 1 1
458 1776785674.284700 8.175530 -0.406539 -1.783258 0.798239 194 -0.006418 0.010861 0.003289 1 1
459 1776785674.389148 8.158424 -0.464037 -1.787852 0.771167 184 -0.017106 -0.007498 -0.004593 1 1
460 1776785674.494343 8.148812 -0.505133 -1.787176 0.802627 183 -0.009612 0.008904 0.000675 1 1
461 1776785674.595088 8.147019 -0.545078 -1.802662 0.814866 183 -0.001793 0.010055 0.004514 1 1
462 1776785674.705716 8.128433 -0.597283 -1.800877 0.803626 185 -0.018586 -0.002205 0.001785 1 1
463 1776785674.804088 8.122709 -0.649268 -1.809769 0.790251 185 -0.005724 -0.001985 0.011108 0 0
464 1776785674.909475 8.112603 -0.694562 -1.812098 0.808712 191 -0.010106 0.004707 -0.002329 1 1
465 1776785675.015443 8.096256 -0.743300 -1.816293 0.813452 193 -0.016348 0.001262 -0.004195 1 1
466 1776785675.117561 8.088408 -0.790927 -1.820352 0.787241 191 -0.007848 0.002373 -0.004059 1 1
467 1776785675.226736 8.077542 -0.844247 -1.827554 0.794120 184 -0.010866 -0.003320 0.012798 1 1
468 1776785675.327404 8.058681 -0.891330 -1.836264 0.808692 185 -0.018861 0.002917 0.011290 1 1
469 1776785675.433494 8.038719 -0.919266 -1.893392 0.789943 189 -0.019962 0.022064 -0.007128 1 1
470 1776785675.539379 8.011194 -0.955171 -1.995821 0.766666 190 0.022475 0.014095 -0.002430 1 1
471 1776785675.645369 7.982753 -0.989485 -2.107354 0.777315 184 0.021559 0.015686 -0.011533 1 1
472 1776785675.759639 7.952655 -1.027170 -2.222262 0.788822 183 0.019902 0.012315 -0.014907 1 1
473 1776785675.856275 7.920469 -1.055799 -2.322635 0.759789 195 0.017814 0.021371 -0.000373 0 0
474 1776785675.960818 7.891051 -1.086406 -2.408421 0.741672 180 0.020582 0.019392 -0.005787 1 1
475 1776785676.063245 7.876253 -1.096401 -2.502093 0.707907 181 -0.014798 -0.009994 -0.003672 1 1
476 1776785676.166976 7.834818 -1.130848 -2.548913 0.762505 180 0.008566 0.015553 0.003180 1 1
477 1776785676.269236 7.805721 -1.157356 -2.585349 0.725916 181 0.020903 0.023492 -0.006436 1 1
478 1776785676.375413 7.776284 -1.173710 -2.603897 0.749659 191 0.020563 -0.016354 0.001452 1 1
479 1776785676.475890 7.739344 -1.206426 -2.612159 0.762570 189 0.013061 0.017284 -0.008262 1 1
480 1776785676.580345 7.706077 -1.226806 -2.630640 0.765612 196 0.016733 -0.020380 0.001519 1 1
481 1776785676.683251 7.669374 -1.258422 -2.636512 0.770502 189 0.013296 0.018384 -0.005872 1 1
482 1776785676.787488 7.631837 -1.278845 -2.658670 0.768264 189 0.012464 -0.020423 -0.002158 1 1
483 1776785676.899520 7.591056 -1.307839 -2.667344 0.749660 202 0.009219 -0.028994 0.011326 1 1
484 1776785677.005138 7.549070 -1.333535 -2.684752 0.775954 200 0.008013 -0.025696 0.002592 1 1
485 1776785677.103813 7.508295 -1.355305 -2.710570 0.731736 195 0.009225 -0.021769 -0.005817 0 0
486 1776785677.203763 7.473924 -1.377682 -2.728002 0.724907 192 0.015629 -0.022378 0.002568 1 1
487 1776785677.315129 7.420820 -1.398217 -2.748165 0.706807 195 -0.003104 -0.020535 -0.000164 1 1
488 1776785677.411660 7.367381 -1.424353 -2.766989 0.678186 194 -0.003439 -0.026136 0.001176 0 0
489 1776785677.516766 7.367445 -1.421518 -2.787859 0.709227 200 0.000064 0.002835 -0.000869 1 1
490 1776785677.621162 7.274990 -1.463956 -2.812848 0.697291 195 0.007545 0.007562 -0.004989 1 1
491 1776785677.726128 7.376300 -1.425684 -2.853340 0.662872 195 -0.048690 -0.011728 -0.010492 1 1
492 1776785677.832251 7.307879 -1.425797 -2.968776 0.682532 198 -0.018421 -0.000113 0.004564 1 1
493 1776785677.933868 7.251445 -1.431842 -3.072131 0.746963 197 -0.006434 -0.006045 -0.003355 1 1
494 1776785678.039623 7.201860 -1.430512 3.106580 0.739995 202 0.000415 0.001330 -0.004474 1 1
495 1776785678.142829 7.147907 -1.423443 3.004311 0.735024 201 -0.003953 0.007069 -0.002269 1 1
496 1776785678.246638 7.090466 -1.429959 2.932358 0.753162 204 -0.007441 -0.006516 -0.001952 1 1
497 1776785678.349934 7.034512 -1.431268 2.914037 0.782049 197 -0.005954 -0.001309 0.001679 1 1
498 1776785678.453303 6.959835 -1.443885 2.887464 0.765383 195 0.025323 -0.012617 -0.006573 1 1
