# dataset_name=lab_run_2
# dataset_scan_variant=raw
# dataset_scan_file=/home/kaushik/slam_ws/datasets/lab_run_2/scans.carmen
# matcher_type=scan_to_submap
k t x y theta score inliers dx dy dtheta do_insert did_insert
756 1776785705.359418 4.533985 -1.354046 3.083718 0.600906 195 -0.018433 0.010369 -0.002584 0 0
757 1776785705.463303 4.517523 -1.357424 3.088255 0.612695 201 -0.016462 -0.003378 0.004537 1 1
758 1776785705.572680 4.492976 -1.348573 3.087068 0.603507 194 -0.024547 0.008851 -0.001187 1 1
759 1776785705.672485 4.462539 -1.353821 3.083098 0.610915 194 -0.030437 -0.005248 -0.003970 0 0
760 1776785705.777906 4.428003 -1.350882 3.081466 0.601253 194 0.015464 0.002939 0.008368 1 1
761 1776785705.886925 4.398581 -1.354430 3.080625 0.576290 199 0.020578 -0.003548 -0.000841 1 1
762 1776785705.987399 4.357604 -1.359342 3.078296 0.565132 198 0.009023 -0.004911 0.007671 1 1
763 1776785706.095743 4.311002 -1.359587 3.074062 0.581708 196 0.003398 -0.000245 0.005765 1 1
764 1776785706.198686 4.275759 -1.355363 3.078625 0.581290 194 0.014757 0.004224 -0.005436 1 1
765 1776785706.300277 4.245104 -1.352943 3.080599 0.597190 206 0.019345 0.002419 0.011974 1 1
766 1776785706.406941 4.201349 -1.352591 3.073169 0.561097 195 0.006245 0.000352 0.002570 1 1
767 1776785706.509352 4.146709 -1.352769 3.071943 0.593600 198 -0.004640 -0.000178 -0.001225 1 1
768 1776785706.617130 4.122684 -1.349629 3.070657 0.599182 200 -0.024025 0.003141 -0.001287 1 1
769 1776785706.725784 4.066596 -1.340392 3.057373 0.557999 206 -0.006089 0.009236 0.006716 1 1
770 1776785706.823627 4.031550 -1.336448 3.058688 0.588978 194 0.014954 0.003944 0.001315 0 0
771 1776785706.928252 3.992823 -1.342886 3.062336 0.587321 201 0.011273 -0.006438 0.003648 1 1
772 1776785707.033057 3.940892 -1.339890 3.063251 0.575483 198 -0.001931 0.002996 0.000915 1 1
773 1776785707.138201 3.910798 -1.338689 3.056962 0.557976 204 0.019907 0.001201 -0.006289 1 1
774 1776785707.243400 3.867338 -1.334711 3.042395 0.557291 201 0.006540 0.003978 0.005433 1 1
775 1776785707.347996 3.819010 -1.337378 3.045948 0.552515 205 0.001672 -0.002667 -0.006447 1 1
776 1776785707.459844 3.772109 -1.329961 3.044668 0.528001 202 0.003100 0.007417 -0.001280 1 1
777 1776785707.560420 3.713966 -1.337509 3.036855 0.565462 195 -0.008144 -0.007547 0.002187 1 1
778 1776785707.669068 3.671005 -1.330504 3.033825 0.542873 197 0.007040 0.007004 -0.003030 1 1
779 1776785707.767553 3.627255 -1.330174 3.036854 0.525277 203 0.006250 0.000331 0.013029 0 0
780 1776785707.878723 3.573793 -1.329210 3.035202 0.543135 209 -0.003462 0.000964 -0.001652 1 1
781 1776785707.974683 3.445243 -1.359948 3.017884 0.558248 209 -0.028550 -0.030739 0.002682 0 0
782 1776785708.081757 3.395960 -1.364340 3.007429 0.562890 202 0.000717 -0.004392 -0.000455 1 1
783 1776785708.184161 3.345547 -1.355246 3.006948 0.540401 208 -0.000413 0.009094 -0.000480 1 1
784 1776785708.304598 3.297381 -1.359319 3.007587 0.599713 199 0.001834 -0.004073 0.000639 1 1
785 1776785708.393550 3.310021 -1.325057 3.017888 0.569092 200 0.012640 -0.015738 -0.009699 0 0
786 1776785708.497945 3.255639 -1.325460 3.014841 0.571106 199 -0.004382 -0.000404 -0.003048 1 1
787 1776785708.608014 3.135411 -1.336013 2.997247 0.551019 202 -0.020228 -0.010553 0.002406 1 1
788 1776785708.707120 3.079255 -1.341870 2.992610 0.557972 197 -0.006157 -0.005857 -0.004636 0 0
789 1776785708.811447 3.029019 -1.336362 2.991315 0.576016 202 -0.000235 0.005508 -0.001295 1 1
790 1776785708.921674 2.979928 -1.331869 2.987952 0.623488 195 0.000909 0.004493 -0.003363 1 1
791 1776785709.022376 2.927299 -1.331496 2.987729 0.579955 197 -0.002629 0.000373 -0.000223 1 1
792 1776785709.125853 2.870168 -1.321696 2.986215 0.592521 203 -0.007131 0.009800 -0.001513 1 1
793 1776785709.235771 2.820083 -1.319528 2.985251 0.585320 200 -0.000085 0.002167 -0.000964 1 1
794 1776785709.334324 2.759504 -1.316084 2.979437 0.550131 199 -0.010578 0.003445 -0.005814 0 0
795 1776785709.438689 2.712398 -1.278867 2.954336 0.533224 195 0.002894 -0.012784 -0.005101 1 1
796 1776785709.543569 2.655498 -1.304848 2.977302 0.540467 197 -0.006900 0.024020 0.002966 1 1
797 1776785709.648068 2.599158 -1.298823 2.976837 0.545185 195 -0.006341 0.006025 -0.000466 1 1
798 1776785709.753344 2.555430 -1.297411 2.960295 0.542826 197 0.006273 0.001412 0.003458 1 1
799 1776785709.857343 2.503576 -1.274994 2.952940 0.538941 192 -0.001854 -0.027583 -0.007354 1 1
800 1776785709.962860 2.466169 -1.246147 2.940471 0.527620 200 0.012593 -0.021153 -0.012470 1 1
801 1776785710.067171 2.422555 -1.239099 2.934425 0.538156 201 0.006385 0.007048 -0.006045 1 1
802 1776785710.172607 2.349246 -1.234814 2.928595 0.518354 200 -0.023309 0.004285 0.004170 1 1
803 1776785710.281079 2.302021 -1.228044 2.916364 0.517033 203 0.002775 0.006770 0.007769 1 1
804 1776785710.381353 2.247509 -1.216872 2.913387 0.538350 196 -0.004513 0.011172 0.017023 1 1
805 1776785710.489750 2.247509 -1.216872 2.913387 0.493858 -1 nan nan nan 1 1
806 1776785710.589971 2.149655 -1.215649 2.942857 0.504578 193 0.002146 0.001223 -0.000530 1 1
807 1776785710.694374 2.150061 -1.188021 2.921588 0.500495 201 0.000406 -0.022372 -0.001269 1 1
808 1776785710.801813 2.047714 -1.188526 2.910130 0.502106 194 -0.002347 -0.000505 -0.001457 1 1
809 1776785710.904202 2.047714 -1.188526 2.910130 0.474397 -1 nan nan nan 1 1
810 1776785711.011177 2.047714 -1.188526 2.910130 0.499800 -1 nan nan nan 1 1
811 1776785711.118095 2.047714 -1.188526 2.910130 0.499546 -1 nan nan nan 1 1
812 1776785711.219222 2.047714 -1.188526 2.910130 0.498720 -1 nan nan nan 1 1
813 1776785711.324212 2.047714 -1.188526 2.910130 0.480441 -1 nan nan nan 1 1
814 1776785711.428875 2.047714 -1.188526 2.910130 0.467634 -1 nan nan nan 1 1
815 1776785711.533100 2.047714 -1.188526 2.910130 0.471983 -1 nan nan nan 1 1
816 1776785711.637074 2.047714 -1.188526 2.910130 0.368049 -1 nan nan nan 1 1
817 1776785711.739706 2.047714 -1.188526 2.910130 0.382235 -1 nan nan nan 1 1
818 1776785711.843409 2.047714 -1.188526 2.910130 0.368601 -1 nan nan nan 1 1
819 1776785711.947404 2.047714 -1.188526 2.910130 0.375294 -1 nan nan nan 1 1
820 1776785712.055227 2.047714 -1.188526 2.910130 0.395640 -1 nan nan nan 1 1
821 1776785712.153843 2.047714 -1.188526 2.910130 0.397810 -1 nan nan nan 0 0
822 1776785712.257156 2.047714 -1.188526 2.910130 0.403269 -1 nan nan nan 1 1
823 1776785712.365813 2.047714 -1.188526 2.910130 0.390815 -1 nan nan nan 1 1
824 1776785712.470753 2.047714 -1.188526 2.910130 0.381746 -1 nan nan nan 1 1
825 1776785712.566967 2.047714 -1.188526 2.910130 0.381158 -1 nan nan nan 0 0
826 1776785712.670234 2.047714 -1.188526 2.910130 0.380638 -1 nan nan nan 1 1
827 1776785712.773776 2.047714 -1.188526 2.910130 0.386795 -1 nan nan nan 1 1
828 1776785712.881153 2.047714 -1.188526 2.910130 0.391000 -1 nan nan nan 1 1
829 1776785712.981280 2.047714 -1.188526 2.910130 0.447692 -1 nan nan nan 1 1
830 1776785713.085681 2.047714 -1.188526 2.910130 0.387445 -1 nan nan nan 1 1
831 1776785713.188210 2.047714 -1.188526 2.910130 0.385001 -1 nan nan nan 1 1
832 1776785713.294482 2.047714 -1.188526 2.910130 0.381380 -1 nan nan nan 1 1
833 1776785713.394623 2.047714 -1.188526 2.910130 0.370580 -1 nan nan nan 1 1
834 1776785713.497174 2.047714 -1.188526 2.910130 0.376218 -1 nan nan nan 1 1
835 1776785713.600439 2.047714 -1.188526 2.910130 0.382228 -1 nan nan nan 1 1
836 1776785713.701913 2.047714 -1.188526 2.910130 0.389877 -1 nan nan nan 1 1
837 1776785713.809660 2.047714 -1.188526 2.910130 0.390435 -1 nan nan nan 1 1
838 1776785713.909515 2.047714 -1.188526 2.910130 0.393888 -1 nan nan nan 0 0
839 1776785714.014326 2.047714 -1.188526 2.910130 0.421320 -1 nan nan nan 1 1
840 1776785714.118150 2.047714 -1.188526 2.910130 0.388946 -1 nan nan nan 1 1
841 1776785714.223381 2.047714 -1.188526 2.910130 0.411289 -1 nan nan nan 1 1
842 1776785714.333066 2.047714 -1.188526 2.910130 0.389184 -1 nan nan nan 1 1
843 1776785714.432431 2.047714 -1.188526 2.910130 0.438477 -1 nan nan nan 0 0
844 1776785714.537830 2.047714 -1.188526 2.910130 0.370510 -1 nan nan nan 1 1
845 1776785714.642210 2.047714 -1.188526 2.910130 0.375603 -1 nan nan nan 1 1
846 1776785714.746629 2.047714 -1.188526 2.910130 0.396068 -1 nan nan nan 1 1
847 1776785714.855762 2.047714 -1.188526 2.910130 0.402315 -1 nan nan nan 1 1
848 1776785714.955256 2.047714 -1.188526 2.910130 0.409992 -1 nan nan nan 0 0
849 1776785715.067230 2.047714 -1.188526 2.910130 0.419505 -1 nan nan nan 1 1
850 1776785715.164232 2.047714 -1.188526 2.910130 0.409089 -1 nan nan nan 0 0
851 1776785715.268113 2.047714 -1.188526 2.910130 0.381177 -1 nan nan nan 1 1
852 1776785715.372185 2.047714 -1.188526 2.910130 0.436359 -1 nan nan nan 1 1
853 1776785715.476660 1.417221 0.003171 2.445454 0.524919 203 0.019507 -0.008302 0.015324 1 1
854 1776785715.588445 1.404910 0.014343 2.502248 0.532637 210 -0.012311 0.011172 -0.003206 1 1
855 1776785715.685692 1.363140 0.021424 2.544122 0.527797 197 0.008230 0.007081 0.011874 0 0
856 1776785715.790143 1.344174 0.029193 2.590595 0.528286 203 -0.018966 0.007769 -0.003527 1 1
857 1776785715.894251 1.233696 0.032320 2.646906 0.525366 201 -0.010478 0.003127 0.006311 1 1
858 1776785716.002596 1.281877 0.056876 2.681363 0.514243 204 -0.001819 -0.025445 0.004456 1 1
859 1776785716.106965 1.174168 0.049661 2.750034 0.523756 200 -0.007709 -0.007214 -0.001329 1 1
860 1776785716.207007 1.230638 0.058732 2.779623 0.538613 203 0.006470 0.009070 -0.000411 1 1
861 1776785716.316437 1.204701 0.065307 2.825675 0.537213 207 -0.025938 0.006575 -0.003948 1 1
862 1776785716.415195 1.178904 0.099180 2.880750 0.739957 186 0.013542 0.009633 0.005074 0 0
863 1776785716.527345 1.150117 0.101817 2.918641 0.695510 187 -0.023588 -0.011750 0.007891 1 1
864 1776785716.625153 1.130176 0.103103 2.967149 0.751937 189 0.018470 -0.007627 -0.001492 0 0
865 1776785716.728379 1.104160 0.101143 3.009048 0.716002 191 -0.024734 -0.006505 0.011899 1 1
866 1776785716.838350 1.083683 0.095569 3.050773 0.741012 187 -0.028818 -0.001302 0.011726 1 1
867 1776785716.935529 1.060566 0.096175 3.096384 0.762487 185 0.021695 -0.008004 -0.004390 0 0
868 1776785717.039645 1.026027 0.090435 3.136803 0.728480 185 -0.015449 -0.005665 0.010419 1 1
869 1776785717.148292 1.008185 0.088288 -3.099838 0.807372 180 0.017586 -0.003701 -0.003456 1 1
870 1776785717.251960 0.987546 0.088249 -3.057744 0.775258 182 0.019557 -0.006596 -0.007906 1 1
871 1776785717.352906 0.968001 0.079197 -3.014254 0.799499 185 -0.028583 0.002290 0.013490 1 1
872 1776785717.457787 0.945596 0.076957 -2.975546 0.798047 183 0.021936 -0.005080 0.008708 1 1
873 1776785717.562409 0.932616 0.064766 -2.933423 0.777655 182 -0.033790 0.007372 -0.007878 1 1
874 1776785717.666601 0.913200 0.063635 -2.901977 0.807441 185 0.018749 -0.005169 0.001446 1 1
875 1776785717.782917 0.898312 0.055308 -2.867155 0.815807 182 0.016775 0.003100 0.004822 1 1
876 1776785717.875566 0.886510 0.053003 -2.850248 0.824951 183 0.011916 -0.001610 -0.003093 0 0
877 1776785717.981277 0.863411 0.038599 -2.850793 0.789247 183 -0.023497 0.006216 -0.000545 1 1
878 1776785718.085942 0.838404 0.036827 -2.853302 0.793875 187 -0.025750 -0.006360 -0.002509 1 1
879 1776785718.190601 0.804708 0.023569 -2.854706 0.811557 183 -0.013830 0.001725 -0.001404 1 1
880 1776785718.296416 0.781453 0.020628 -2.859177 0.802018 182 -0.027034 -0.004689 -0.004471 1 1
881 1776785718.400412 0.746504 0.010307 -2.858962 0.866532 192 -0.013588 -0.001459 0.000215 1 1
882 1776785718.504954 0.716034 0.000419 -2.880781 0.782505 191 -0.017969 -0.000429 -0.011819 1 1
883 1776785718.617083 0.666503 0.003964 -2.945990 0.711387 186 -0.004236 0.030723 0.004791 1 1
884 1776785718.717024 0.624611 0.012118 -3.042091 0.705724 189 -0.012951 0.028815 0.003899 0 0
885 1776785718.821902 0.605239 -0.010754 3.122659 0.732501 184 -0.024305 0.015432 0.001565 1 1
886 1776785718.929898 0.556576 -0.003809 3.089549 0.808227 186 -0.006151 0.027783 -0.003110 1 1
887 1776785719.030593 0.510706 0.004233 3.070650 0.773580 185 -0.009148 -0.022357 0.001101 1 1
888 1776785719.139389 0.467902 0.005872 3.063529 0.800663 186 -0.009994 -0.015309 -0.007121 1 1
889 1776785719.235427 0.412716 -0.004737 3.076116 0.785269 188 0.005669 -0.007690 -0.007413 0 0
890 1776785719.338967 0.356411 -0.020486 3.136423 0.731126 182 0.008379 -0.003183 -0.009693 1 1
891 1776785719.450138 0.343255 -0.003511 -3.098180 0.799146 187 0.007002 -0.020303 -0.001418 1 1
892 1776785719.545763 0.300774 -0.002137 -3.096425 0.805630 188 -0.010215 -0.014954 0.001755 0 0
893 1776785719.650709 0.258424 -0.011685 -3.098086 0.830074 189 -0.006828 -0.004569 -0.001660 1 1
894 1776785719.759099 0.212659 -0.011596 -3.100372 0.839205 181 -0.006691 -0.014793 -0.002286 1 1
895 1776785719.859121 0.167433 -0.012754 -3.100882 0.825801 179 -0.006802 -0.013439 -0.000510 1 1
896 1776785719.966120 0.122486 -0.011776 -3.101675 0.833355 184 -0.007751 -0.015372 -0.000793 1 1
897 1776785720.065922 0.079754 -0.013354 -3.106280 0.845170 178 -0.009028 -0.012240 -0.004606 0 0
898 1776785720.169911 0.032288 -0.022756 -3.109559 0.822881 181 -0.002030 -0.006352 -0.003279 1 1
899 1776785720.273995 -0.011887 -0.018725 -3.115181 0.787878 184 -0.009464 -0.018015 -0.005622 1 1
900 1776785720.385298 -0.056031 -0.018048 -3.116186 0.835024 176 -0.008416 -0.014828 -0.001005 1 1
901 1776785720.489708 -0.099520 -0.021186 -3.120960 0.819919 182 -0.007809 -0.011006 -0.004774 1 1
902 1776785720.595059 -0.142219 -0.020412 -3.124442 0.833242 177 -0.009815 -0.014456 -0.003482 1 1
903 1776785720.696664 -0.187976 -0.018581 -3.128534 0.834726 180 -0.007259 -0.016440 -0.004092 1 1
904 1776785720.796244 -0.232970 -0.023929 -3.130364 0.864465 185 -0.005674 -0.009397 -0.001830 0 0
905 1776785720.898351 -0.285842 -0.025390 -3.137087 0.819535 180 0.000537 -0.015609 -0.006723 1 1
906 1776785721.003281 -0.324727 -0.024511 3.137365 0.782976 186 -0.013461 -0.013330 -0.008734 1 1
907 1776785721.111103 -0.378945 -0.022278 3.135487 0.778538 179 0.000623 -0.019540 -0.001878 1 1
908 1776785721.214308 -0.415625 -0.022974 3.131701 0.806403 179 -0.015042 -0.011129 0.016215 1 1
909 1776785721.313808 -0.463846 -0.016524 3.127487 0.821163 182 -0.006410 -0.021606 -0.004214 0 0
910 1776785721.421510 -0.512219 -0.014441 3.118275 0.803062 179 -0.004863 -0.017519 -0.009212 1 1
911 1776785721.523138 -0.545281 -0.007359 3.110145 0.765215 170 -0.020968 -0.017332 -0.008130 1 1
912 1776785721.624677 -0.578437 -0.004935 3.108125 0.797094 170 -0.019382 -0.012952 -0.002020 1 1
913 1776785721.729187 -0.589231 -0.004282 3.111356 0.875646 182 0.010011 -0.004088 0.003231 1 1
914 1776785721.833443 -0.596828 0.001847 3.106686 0.838103 176 0.005224 -0.008245 -0.004669 1 1
915 1776785721.936886 -0.589930 0.009469 3.107604 0.879609 182 -0.008981 -0.005001 0.000917 1 1
916 1776785722.041191 -0.586012 0.013437 3.103550 0.865523 181 -0.004986 -0.002497 -0.004054 1 1
917 1776785722.146567 -0.586408 0.018971 3.108274 0.875821 176 -0.001404 -0.005368 0.004724 1 1
918 1776785722.249963 -0.587983 0.017890 3.107493 0.891222 178 0.001839 0.000517 -0.000781 1 1
919 1776785722.354874 -0.584802 0.024269 3.106989 0.888716 181 -0.005063 -0.005018 -0.000504 1 1
920 1776785722.460904 -0.582644 0.026862 3.108635 0.921966 185 -0.002876 -0.001762 0.001646 1 1
921 1776785722.563294 -0.580582 0.032151 3.105869 0.919382 176 -0.003652 -0.004346 -0.002766 1 1
922 1776785722.666487 -0.580619 0.035114 3.108439 0.929231 179 -0.000917 -0.002818 0.002570 1 1
923 1776785722.773902 -0.581762 0.036541 3.109303 0.897621 176 0.000623 -0.001718 0.000864 1 1
924 1776785722.873368 -0.580900 0.042083 3.108739 0.930185 181 -0.002597 -0.004971 -0.000564 0 0
925 1776785722.982647 -0.580877 0.037744 3.109553 0.916400 180 0.001373 0.004116 0.000814 1 1
926 1776785723.080963 -0.576463 0.044212 3.108849 0.922329 178 -0.006258 -0.004707 -0.000704 0 0
927 1776785723.189718 -0.576287 0.044747 3.108871 0.932110 181 -0.000339 -0.000449 0.000022 1 1
928 1776785723.288886 -0.575192 0.045080 3.107482 0.948584 180 -0.001144 0.000036 -0.001389 0 0
929 1776785723.396093 -0.574420 0.048633 3.107859 0.937598 179 -0.001873 -0.003116 0.000377 1 1
930 1776785723.498295 -0.571257 0.051769 3.109601 0.947680 185 -0.004004 -0.001953 0.001743 1 1
931 1776785723.607914 -0.568877 0.055633 3.109916 0.946881 188 -0.003496 -0.002895 0.000315 1 1
932 1776785723.706465 -0.567997 0.059583 3.106234 0.923515 184 -0.002103 -0.003458 -0.003683 0 0
933 1776785723.810864 -0.566472 0.060303 3.110153 0.916767 182 -0.001675 -0.000191 0.003919 1 1
934 1776785723.916619 -0.567760 0.064838 3.111553 0.930091 181 -0.000238 -0.004708 0.001401 1 1
935 1776785724.018827 -0.564429 0.061333 3.108683 0.895942 182 -0.002028 0.004389 -0.002871 1 1
936 1776785724.123428 -0.565601 0.063848 3.107473 0.921459 181 0.000301 -0.002758 -0.001210 1 1
937 1776785724.230160 -0.567956 0.062896 3.107555 0.951165 181 0.002536 0.000145 0.000082 1 1
938 1776785724.330238 -0.562959 0.067269 3.106655 0.938883 182 -0.006137 -0.002535 -0.000899 1 1
939 1776785724.435050 -0.559491 0.070641 3.107658 0.944922 181 -0.004368 -0.002079 0.001002 1 1
940 1776785724.542354 -0.561828 0.071044 3.110925 0.953467 183 0.002083 -0.001133 0.003267 1 1
941 1776785724.641138 -0.561630 0.070279 3.110588 0.953810 190 0.000059 0.000788 -0.000338 0 0
942 1776785724.744035 -0.558801 0.073998 3.111263 0.956587 180 -0.003875 -0.002612 0.000675 1 1
943 1776785724.847992 -0.561181 0.073620 3.110319 0.962279 178 0.002376 -0.000406 -0.000944 1 1
944 1776785724.953127 -0.560462 0.074744 3.109443 0.953625 182 -0.001042 -0.000834 -0.000875 1 1
945 1776785725.057417 -0.556161 0.081744 3.112106 0.952790 177 -0.006323 -0.005246 0.002663 1 1
946 1776785725.160927 -0.555603 0.083163 3.111754 0.969291 180 -0.000984 -0.001164 -0.000352 1 1
947 1776785725.267774 -0.558276 0.082328 3.106905 0.953828 183 0.002800 -0.000069 -0.004848 1 1
948 1776785725.367193 -0.558997 0.077663 3.106405 0.966523 179 0.002181 0.004185 -0.000500 0 0
949 1776785725.470924 -0.555874 0.081077 3.107525 0.952677 180 -0.004054 -0.002229 0.001120 1 1
950 1776785725.575301 -0.557162 0.086976 3.110729 0.944760 185 -0.000676 -0.006001 0.003203 1 1
951 1776785725.678400 -0.555209 0.086717 3.108655 0.962085 181 -0.001767 0.000873 -0.002074 1 1
952 1776785725.785161 -0.557265 0.089037 3.111489 0.953695 183 0.001202 -0.002858 0.002834 1 1
953 1776785725.889194 -0.552784 0.091467 3.108249 0.950599 182 -0.005024 -0.000861 -0.003240 1 1
954 1776785725.990032 -0.549423 0.095437 3.108290 0.963904 178 -0.004459 -0.002679 0.000041 1 1
955 1776785726.093942 -0.549408 0.098995 3.108122 0.974784 180 -0.001158 -0.003365 -0.000167 1 1
956 1776785726.205467 -0.547995 0.097816 3.111420 0.953137 181 -0.000960 0.001570 0.003298 1 1
957 1776785726.302164 -0.546755 0.103018 3.109304 0.967186 181 -0.002845 -0.004527 -0.002117 0 0
958 1776785726.405978 -0.548119 0.102160 3.109685 0.957404 178 0.001567 0.000374 0.000381 1 1
959 1776785726.510672 -0.547034 0.103648 3.110267 0.948656 177 -0.001506 -0.001060 0.000582 1 1
960 1776785726.614964 -0.544129 0.106670 3.107277 0.970443 184 -0.003722 -0.001928 -0.002989 1 1
961 1776785726.722028 -0.546534 0.105922 3.106815 0.957486 183 0.002518 -0.000065 -0.000462 1 1
962 1776785726.830249 -0.542884 0.109281 3.107009 0.968516 181 -0.004536 -0.002008 0.000194 1 1
963 1776785726.930669 -0.541174 0.111594 3.106828 0.974480 180 -0.002363 -0.001640 -0.000181 1 1
964 1776785727.030827 -0.544352 0.112295 3.109274 0.962600 178 0.002784 -0.001685 0.002447 1 1
965 1776785727.137777 -0.537616 0.116629 3.106814 0.962317 179 -0.007772 -0.001939 -0.002460 1 1
966 1776785727.237149 -0.536980 0.120579 3.109702 0.953430 182 -0.001872 -0.003536 0.002888 0 0
967 1776785727.341094 -0.537826 0.120289 3.109711 0.970275 180 0.000894 0.000002 0.000009 1 1
968 1776785727.446836 -0.534686 0.123100 3.107338 0.978848 183 -0.003876 -0.001652 -0.002374 1 1
969 1776785727.548913 -0.533691 0.120960 3.106951 0.970572 181 -0.000254 0.002346 -0.000387 1 1
970 1776785727.652131 -0.533239 0.123409 3.107034 0.977687 189 -0.001216 -0.002174 0.000083 1 1
971 1776785727.756709 -0.536773 0.124496 3.108213 0.971080 179 0.002997 -0.002165 0.001179 1 1
972 1776785727.860950 -0.532459 0.127241 3.106254 0.977965 182 -0.004967 -0.001212 -0.001959 1 1
973 1776785727.965688 -0.533469 0.127790 3.108085 0.971773 184 0.000780 -0.000844 0.001830 1 1
974 1776785728.064747 -0.532005 0.130086 3.105910 0.973355 186 -0.002125 -0.001704 -0.002175 0 0
975 1776785728.172878 -0.535413 0.127662 3.107179 0.978873 177 0.004006 0.001200 0.001269 1 1
976 1776785728.284370 -0.531728 0.127812 3.106239 0.972404 183 -0.003537 0.001043 -0.000940 1 1
977 1776785728.385684 -0.531077 0.132040 3.108604 0.966422 182 -0.001975 -0.003795 0.002365 1 1
978 1776785728.489509 -0.531193 0.135845 3.105437 0.966744 183 -0.001113 -0.003641 -0.003166 1 1
979 1776785728.594214 -0.527484 0.132714 3.106777 0.971527 182 -0.002506 0.004157 0.001340 1 1
980 1776785728.692982 -0.531407 0.134538 3.107253 0.958094 181 0.003128 -0.002988 0.000476 0 0
981 1776785728.797470 -0.527251 0.135145 3.107758 0.956968 178 -0.004130 0.000760 0.000506 1 1
982 1776785728.900141 -0.528611 0.138049 3.105421 0.961476 186 0.000354 -0.003187 -0.002337 1 1
983 1776785729.005218 -0.529403 0.138409 3.108606 0.960991 176 0.000634 -0.000595 0.003184 1 1
984 1776785729.108524 -0.525873 0.139271 3.105918 0.978286 180 -0.003619 0.000317 -0.002688 1 1
985 1776785729.216356 -0.527495 0.141644 3.107956 0.968486 178 0.000773 -0.002768 0.002038 1 1
986 1776785729.316722 -0.525926 0.143387 3.108388 0.965099 180 -0.002046 -0.001146 0.000432 1 1
987 1776785729.426729 -0.527607 0.144904 3.108980 0.974344 188 0.001105 -0.001976 0.000592 1 1
988 1776785729.525206 -0.525250 0.143488 3.108328 0.974085 183 -0.001777 0.002098 -0.000653 0 0
989 1776785729.633527 -0.523084 0.146621 3.106815 0.974976 182 -0.003058 -0.002271 -0.001513 1 1
990 1776785729.732172 -0.523701 0.145698 3.105371 0.972514 180 0.000881 0.000676 -0.001443 0 0
991 1776785729.836727 -0.522933 0.148698 3.108528 0.961532 180 -0.001692 -0.002594 0.003157 1 1
992 1776785729.942699 -0.522459 0.149604 3.107218 0.977072 185 -0.000740 -0.000705 -0.001310 1 1
993 1776785730.044705 -0.524238 0.150354 3.105548 0.964116 183 0.001443 -0.001282 -0.001670 1 1
994 1776785730.156128 -0.520101 0.150665 3.105029 0.964174 180 -0.004017 0.001035 -0.000520 1 1
995 1776785730.256713 -0.523583 0.152445 3.107006 0.967142 181 0.002725 -0.002804 0.001977 1 1
996 1776785730.356699 -0.516175 0.157934 3.106802 0.961975 181 -0.008779 -0.002818 -0.000204 0 0
997 1776785730.459930 -0.515208 0.160356 3.106225 0.971514 181 -0.001694 -0.001982 -0.000577 1 1
998 1776785730.564181 -0.516680 0.157651 3.106842 0.984555 179 0.002264 0.002088 0.000618 1 1
999 1776785730.672437 -0.515657 0.165916 3.106927 0.973183 179 -0.003625 -0.007497 0.000084 1 1
1000 1776785730.772522 -0.513806 0.164066 3.108978 0.970645 182 -0.001158 0.002347 0.002051 1 1
1001 1776785730.876382 -0.513245 0.164755 3.105732 0.967956 185 -0.000753 -0.000473 -0.003246 1 1
1002 1776785730.981892 -0.511683 0.171568 3.105724 0.972354 180 -0.003669 -0.005949 -0.000008 1 1
1003 1776785731.085873 -0.513719 0.171018 3.107316 0.981932 181 0.002106 -0.000133 0.001591 1 1
1004 1776785731.190140 -0.513571 0.167071 3.104242 0.951092 183 0.001128 0.003785 -0.003074 1 1
1005 1776785731.299199 -0.512756 0.174496 3.107182 0.963595 179 -0.003158 -0.006769 0.002940 1 1
1006 1776785731.396601 -0.514325 0.179665 3.105282 0.980421 181 -0.000176 -0.005399 -0.001900 0 0
1007 1776785731.500464 -0.511216 0.175994 3.105783 0.977214 191 -0.001763 0.004475 0.000501 1 1
1008 1776785731.603383 -0.507877 0.182498 3.105193 0.972288 180 -0.005253 -0.005086 -0.000590 1 1
1009 1776785731.707425 -0.510552 0.180182 3.106239 0.981598 180 0.003278 0.001334 0.001046 1 1
1010 1776785731.812078 -0.507237 0.186292 3.105069 0.976233 182 -0.005104 -0.004721 -0.001170 1 1
1011 1776785731.914847 -0.506019 0.188062 3.105725 0.977168 182 -0.001722 -0.001284 0.000656 1 1
1012 1776785732.018625 -0.505141 0.185235 3.103035 0.975183 182 0.000077 0.002959 -0.002690 1 1
1013 1776785732.123541 -0.502906 0.189895 3.105075 0.972221 185 -0.003614 -0.003695 0.002040 1 1
1014 1776785732.227007 -0.504346 0.190586 3.104522 0.977011 177 0.001142 -0.001117 -0.000553 1 1
1015 1776785732.335106 -0.503898 0.192491 3.105206 0.980401 180 -0.001036 -0.001660 0.000684 1 1
1016 1776785732.434399 -0.503685 0.192027 3.105252 0.982292 188 -0.000053 0.000508 0.000046 0 0
1017 1776785732.538192 -0.504373 0.193892 3.104515 0.974982 185 0.000052 -0.001987 -0.000737 1 1
1018 1776785732.641494 -0.501332 0.195234 3.104663 0.978056 180 -0.003311 -0.000294 0.000148 1 1
1019 1776785732.750147 -0.502877 0.196155 3.101887 0.980205 186 0.001167 -0.001369 -0.002776 1 1
