query,cand,accepted,rx,ry,rth
344,240,True,-0.433,-0.1871,-3.11723
348,235,True,0.2209,-0.0255,2.79261
348,236,True,0.025,-0.0203,3.02279
348,234,True,0.4698,-0.0939,2.65631
352,232,True,0.1492,0.1154,3.08686
352,231,True,0.4123,0.0978,3.06176
352,233,True,-0.1881,0.1218,3.10973
356,229,True,-0.2366,-0.0136,-3.11402
356,228,True,0.0247,-0.0379,-3.13457
356,230,True,-0.5167,-0.0096,-3.09746
360,225,True,-0.2757,0.0241,2.76376
360,226,True,-0.5486,0.0642,2.78455
360,224,True,0.0041,0.0077,2.74674
364,210,True,0.0717,0.1147,0.57191
364,211,True,-0.154,0.0711,0.4307
364,209,True,0.1694,0.161,0.79133
368,210,True,0.0647,0.2717,-0.19368
368,211,True,-0.1396,0.2234,-0.33549
368,215,True,-0.1144,0.1245,-0.12682
372,219,True,-0.2429,0.0837,-0.16581
372,220,True,-0.1438,0.0628,0.04934
372,221,True,-0.3021,-0.0067,0.0985
376,222,True,-0.2228,-0.1537,-0.41648
376,207,True,-0.1528,-0.0004,-1.06659
376,206,True,-0.0319,0.0093,-0.85419
380,223,True,-0.2328,-0.2193,-0.48865
380,224,True,-0.4757,-0.2025,-0.50218
380,222,True,-0.0062,-0.2358,-0.55935
384,199,True,0.1033,0.1262,-0.19888
384,198,True,-0.1908,0.1139,-0.00714
384,191,True,-0.0198,0.2308,-0.43509
388,192,True,-0.0538,0.266,-0.61017
388,198,True,0.0401,0.207,-0.41968
388,197,True,-0.1724,0.2213,-0.18482
392,359,True,-0.1001,0.1775,0.60107
392,225,True,-0.071,-0.1981,-2.69433
392,358,True,0.1957,0.1378,0.5461
396,205,True,0.0713,-0.0336,2.66561
396,204,True,0.1817,0.0298,2.8857
396,203,True,-0.0456,0.0393,3.09187
400,182,True,0.3201,0.0322,-3.1078
400,183,True,0.0417,0.0424,-3.10786
400,181,True,0.5766,0.0414,-3.10935
404,179,True,0.0049,-0.0479,3.12576
404,178,True,0.259,-0.029,-3.08925
404,180,True,-0.2562,-0.0489,-3.13965
408,175,True,-0.0209,-0.2564,-2.69822
408,176,True,-0.2533,-0.2478,-2.66378
408,174,True,0.1634,-0.2899,-2.84402
412,172,True,-0.1172,-0.6568,-2.3043
412,171,True,0.06,-0.6462,-2.44559
412,142,True,-0.1345,0.5734,-0.92412
416,144,True,0.0308,0.3667,-0.0907
416,143,True,0.3614,0.3367,-0.24046
416,145,True,-0.3133,0.3497,0.07297
420,145,True,0.3383,0.1649,-0.82015
420,146,True,0.2084,0.0862,-0.61383
420,147,True,0.0753,0.1214,-0.402
424,148,True,0.2313,-0.1121,-0.88117
424,147,True,0.3617,-0.1944,-1.1027
424,146,True,0.4137,-0.2746,-1.30985
428,150,True,0.03,-0.3878,-1.29965
428,149,True,0.1381,-0.4034,-1.50069
428,152,True,-0.1057,-0.3735,-0.83071
432,162,True,-0.1568,-0.1139,0.51002
432,161,True,0.1006,-0.1293,0.40407
432,163,True,-0.4039,-0.129,0.61231
436,166,True,-0.0562,0.1692,-0.10479
436,140,True,0.015,-0.2444,2.52234
436,165,True,0.0724,0.1753,0.14696
440,137,True,-0.0007,-0.0202,2.80745
440,136,True,0.2451,-0.0674,2.61392
440,138,True,-0.2068,-0.0009,3.04222
444,133,True,-0.0414,0.0805,3.11411
444,134,True,-0.2915,0.0715,3.12978
444,132,True,0.1821,0.0703,3.09137
448,125,False,,,
448,129,False,,,
448,128,False,,,
452,121,False,,,
452,120,False,,,
